ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,87865,9527,97392
2,Andhra Pradesh,4547958,1130670,5678628
3,Arunachal Pradesh,163544,46801,210345
4,Assam,1605276,415466,2020742
5,Bihar,5534725,902757,6437482
6,Chandigarh,140795,37860,178655
7,Chhattisgarh,4746298,616149,5362447
8,Dadra and Nagar Haveli and Daman and Diu,76905,13545,90450
9,Delhi,2425355,578140,3003495
10,Goa,241453,62556,304009
11,Gujarat,9550111,1988252,11538363
12,Haryana,3059744,480182,3539926
13,Himachal Pradesh,1363254,185235,1548489
14,Jammu and Kashmir,1731794,311992,2043786
15,Jharkhand,2558664,419195,2977859
16,Karnataka,7495249,1178345,8673594
17,Kerala,5801268,1045794,6847062
18,Ladakh,71734,25222,96956
19,Lakshadweep,17492,3807,21299
20,Madhya Pradesh,6949737,958928,7908665
21,Maharashtra,12404727,1937989,14342716
22,Manipur,126565,55981,182546
23,Meghalaya,158278,51894,210172
24,Mizoram,170859,40378,211237
25,Nagaland,137580,35067,172647
26,Odisha,4736047,794127,5530174
27,Puducherry,162204,20098,182302
28,Punjab,2676408,318959,2995367
29,Rajasthan,10388447,1959506,12347953
30,Sikkim,153939,31956,185895
31,Tamil Nadu,4388488,962896,5351384
32,Telangana,3559283,512340,4071623
33,Tripura,824664,196271,1020935
34,Uttarakhand,1530925,337062,1867987
35,Uttar Pradesh,9783416,2000464,11783880
36,West Bengal,8243729,1725523,9969252
37,Miscellaneous,1651006,1254503,2905509
