ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,255805,105042,360847
2,Andhra Pradesh,21143068,8187068,29330136
3,Arunachal Pradesh,723981,238143,962124
4,Assam,14215451,3077839,17293290
5,Bihar,29616973,5926379,35543352
6,Chandigarh,802978,304865,1107843
7,Chhattisgarh,10712560,3236095,13948655
8,Dadra and Nagar Haveli and Daman and Diu,616320,138360,754680
9,Delhi,9559709,3822954,13382663
10,Goa,1163632,413219,1576851
11,Gujarat,34148396,11363015,45511411
12,Haryana,12140539,4077091,16217630
13,Himachal Pradesh,5472735,1733724,7206459
14,Jammu and Kashmir,6159275,1812630,7971905
15,Jharkhand,10185016,2571939,12756955
16,Karnataka,31582267,10191366,41773633
17,Kerala,20980413,7656753,28637166
18,Ladakh,193273,99496,292769
19,Lakshadweep,52520,23372,75892
20,Madhya Pradesh,37597750,7963043,45560793
21,Maharashtra,42437256,15768004,58205260
22,Manipur,1192867,331978,1524845
23,Meghalaya,1023176,307076,1330252
24,Mizoram,669821,235748,905569
25,Nagaland,653333,196920,850253
26,Odisha,16697926,5322736,22020662
27,Puducherry,637881,183458,821339
28,Punjab,10217165,3185070,13402235
29,Rajasthan,33231287,10680171,43911458
30,Sikkim,505789,166869,672658
31,Tamil Nadu,25725153,6407270,32132423
32,Telangana,13290142,4590905,17881047
33,Tripura,2459025,879902,3338927
34,Uttarakhand,6414077,2006088,8420165
35,Uttar Pradesh,60065480,11483906,71549386
36,West Bengal,28575948,11264794,39840742
37,Miscellaneous,1901778,1554591,3456369
