ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,121956,15520,137476
2,Andhra Pradesh,11250631,2744859,13995490
3,Arunachal Pradesh,414338,79760,494098
4,Assam,4633660,1085784,5719444
5,Bihar,12157700,2072605,14230305
6,Chandigarh,382244,77232,459476
7,Chhattisgarh,6424457,1230303,7654760
8,Dadra and Nagar Haveli and Daman and Diu,290155,27026,317181
9,Delhi,5006896,1595966,6602862
10,Goa,674353,101345,775698
11,Gujarat,17705548,4885905,22591453
12,Haryana,6671112,1184543,7855655
13,Himachal Pradesh,2478161,440202,2918363
14,Jammu and Kashmir,3399795,606130,4005925
15,Jharkhand,4948106,926014,5874120
16,Karnataka,16299541,3308324,19607865
17,Kerala,9859341,2549313,12408654
18,Ladakh,163237,37482,200719
19,Lakshadweep,44815,7154,51969
20,Madhya Pradesh,14571531,2136505,16708036
21,Maharashtra,22548801,5534119,28082920
22,Manipur,500022,72264,572286
23,Meghalaya,528924,75223,604147
24,Mizoram,392951,52806,445757
25,Nagaland,356323,53143,409466
26,Odisha,8296961,1840090,10137051
27,Puducherry,379210,56896,436106
28,Punjab,5500425,865055,6365480
29,Rajasthan,18214095,3478097,21692192
30,Sikkim,311565,59938,371503
31,Tamil Nadu,10787914,2290247,13078161
32,Telangana,7907825,1394386,9302211
33,Tripura,1549970,544039,2094009
34,Uttarakhand,2937889,737689,3675578
35,Uttar Pradesh,22260842,4061935,26322777
36,West Bengal,14978061,4350152,19328213
37,Miscellaneous,1732133,1506662,3238795
