ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,148504,17435,165939
2,Andhra Pradesh,12120128,2974695,15094823
3,Arunachal Pradesh,490293,82977,573270
4,Assam,5765634,1211485,6977119
5,Bihar,13608974,2194565,15803539
6,Chandigarh,427780,84063,511843
7,Chhattisgarh,7672810,1528567,9201377
8,Dadra and Nagar Haveli and Daman and Diu,359949,35525,395474
9,Delhi,5801127,1742820,7543947
10,Goa,781063,111157,892220
11,Gujarat,19683579,5458033,25141612
12,Haryana,7268912,1347754,8616666
13,Himachal Pradesh,3187720,479217,3666937
14,Jammu and Kashmir,3759152,658346,4417498
15,Jharkhand,5725171,1045915,6771086
16,Karnataka,18564563,3639500,22204063
17,Kerala,10649645,3099039,13748684
18,Ladakh,169423,51712,221135
19,Lakshadweep,46494,7644,54138
20,Madhya Pradesh,17899027,2392384,20291411
21,Maharashtra,25598933,6183394,31782327
22,Manipur,548098,73373,621471
23,Meghalaya,601282,77462,678744
24,Mizoram,506474,53460,559934
25,Nagaland,419127,55992,475119
26,Odisha,9734916,2100480,11835396
27,Puducherry,427892,64671,492563
28,Punjab,6067090,988120,7055210
29,Rajasthan,20556295,3883011,24439306
30,Sikkim,384196,64574,448770
31,Tamil Nadu,12718488,2514570,15233058
32,Telangana,9139787,1514891,10654678
33,Tripura,1926486,584819,2511305
34,Uttarakhand,3478702,784497,4263199
35,Uttar Pradesh,26594487,4410414,31004901
36,West Bengal,16563751,4863946,21427697
37,Miscellaneous,1735385,1517666,3253051
