ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,168329,62169,230498
2,Andhra Pradesh,13680584,3677411,17357995
3,Arunachal Pradesh,600181,117004,717185
4,Assam,6897620,1369094,8266714
5,Bihar,16194053,2753207,18947260
6,Chandigarh,500328,120393,620721
7,Chhattisgarh,8525185,1876146,10401331
8,Dadra and Nagar Haveli and Daman and Diu,476043,61578,537621
9,Delhi,6843441,2094499,8937940
10,Goa,935700,178081,1113781
11,Gujarat,21694626,6428436,28123062
12,Haryana,8153323,1776998,9930321
13,Himachal Pradesh,3427554,891773,4319327
14,Jammu and Kashmir,4339497,857065,5196562
15,Jharkhand,6400885,1293796,7694681
16,Karnataka,21087588,4795478,25883066
17,Kerala,11633745,4277703,15911448
18,Ladakh,182438,61118,243556
19,Lakshadweep,48058,11023,59081
20,Madhya Pradesh,20157526,3815988,23973514
21,Maharashtra,28982589,8042207,37024796
22,Manipur,794059,86318,880377
23,Meghalaya,723853,100489,824342
24,Mizoram,588467,96562,685029
25,Nagaland,512320,94625,606945
26,Odisha,10774116,2729001,13503117
27,Puducherry,493551,116586,610137
28,Punjab,6986755,1428792,8415547
29,Rajasthan,21746650,4702524,26449174
30,Sikkim,445999,124260,570259
31,Tamil Nadu,14781129,3066750,17847879
32,Telangana,10533402,2056708,12590110
33,Tripura,2074754,659043,2733797
34,Uttarakhand,3930271,1000918,4931189
35,Uttar Pradesh,31759463,5939597,37699060
36,West Bengal,17798492,6558807,24357299
37,Miscellaneous,1740207,1532718,3272925
