ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,177014,69670,246684
2,Andhra Pradesh,14191226,3849058,18040284
3,Arunachal Pradesh,611880,124519,736399
4,Assam,7042767,1432392,8475159
5,Bihar,16478046,2826509,19304555
6,Chandigarh,520502,126141,646643
7,Chhattisgarh,8715179,1912960,10628139
8,Dadra and Nagar Haveli and Daman and Diu,493212,63690,556902
9,Delhi,7002464,2151254,9153718
10,Goa,954703,190273,1144976
11,Gujarat,21984689,6519179,28503868
12,Haryana,8323981,1863321,10187302
13,Himachal Pradesh,3491953,955322,4447275
14,Jammu and Kashmir,4412222,875881,5288103
15,Jharkhand,6585589,1384907,7970496
16,Karnataka,21531799,4953534,26485333
17,Kerala,11787897,4418383,16206280
18,Ladakh,184350,61717,246067
19,Lakshadweep,48684,11884,60568
20,Madhya Pradesh,20654535,3913569,24568104
21,Maharashtra,29557739,8366620,37924359
22,Manipur,852513,94504,947017
23,Meghalaya,746590,106983,853573
24,Mizoram,600309,108960,709269
25,Nagaland,528588,104707,633295
26,Odisha,10995438,2821725,13817163
27,Puducherry,506962,121654,628616
28,Punjab,7106538,1457346,8563884
29,Rajasthan,22338742,5105106,27443848
30,Sikkim,451037,125587,576624
31,Tamil Nadu,15323595,3226031,18549626
32,Telangana,10707196,2133726,12840922
33,Tripura,2109410,673197,2782607
34,Uttarakhand,3968239,1056218,5024457
35,Uttar Pradesh,32666360,6171492,38837852
36,West Bengal,18136408,6898498,25034906
37,Miscellaneous,1741146,1534472,3275618
