ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,291053,163437,454490
2,Andhra Pradesh,28462559,14671297,43133856
3,Arunachal Pradesh,761383,454807,1216190
4,Assam,19219448,6189907,25409355
5,Bihar,46325226,13155702,59480928
6,Chandigarh,910666,475611,1386277
7,Chhattisgarh,13454592,5729470,19184062
8,Dadra and Nagar Haveli and Daman and Diu,650638,307507,958145
9,Delhi,12417667,6332321,18749988
10,Goa,1236761,758796,1995557
11,Gujarat,42891704,20472732,63364436
12,Haryana,17014119,6741742,23755861
13,Himachal Pradesh,5675971,2886619,8562590
14,Jammu and Kashmir,8728569,3884520,12613089
15,Jharkhand,14089234,4466950,18556184
16,Karnataka,39695148,17967410,57662558
17,Kerala,24891353,11545849,36437202
18,Ladakh,206599,142046,348645
19,Lakshadweep,54946,43084,98030
20,Madhya Pradesh,48876614,15954353,64830967
21,Maharashtra,59725431,25944283,85669714
22,Manipur,1229462,524365,1753827
23,Meghalaya,1078697,510125,1588822
24,Mizoram,700477,463257,1163734
25,Nagaland,693007,400087,1093094
26,Odisha,23100194,9197162,32297356
27,Puducherry,710672,338229,1048901
28,Punjab,14942042,5345773,20287815
29,Rajasthan,41054187,16657271,57711458
30,Sikkim,519617,409896,929513
31,Tamil Nadu,37438662,12428056,49866718
32,Telangana,19747802,7545342,27293144
33,Tripura,2499675,1471660,3971335
34,Uttarakhand,7399499,3282565,10682064
35,Uttar Pradesh,89612148,23181430,112793578
36,West Bengal,44320614,17583444,61904058
37,Miscellaneous,1903020,1560630,3463650
