ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,201244,89557,290801
2,Andhra Pradesh,15860970,5164652,21025622
3,Arunachal Pradesh,664317,167939,832256
4,Assam,8476245,1865465,10341710
5,Bihar,19604256,3665854,23270110
6,Chandigarh,597901,182807,780708
7,Chhattisgarh,9364017,2250601,11614618
8,Dadra and Nagar Haveli and Daman and Diu,542315,73151,615466
9,Delhi,7336542,2500705,9837247
10,Goa,1034482,261047,1295529
11,Gujarat,24563691,7639321,32203012
12,Haryana,9022451,2333448,11355899
13,Himachal Pradesh,3844633,1222392,5067025
14,Jammu and Kashmir,4805043,1228284,6033327
15,Jharkhand,7496161,1713717,9209878
16,Karnataka,23352332,6244511,29596843
17,Kerala,13292686,5717279,19009965
18,Ladakh,186477,65626,252103
19,Lakshadweep,50017,15401,65418
20,Madhya Pradesh,25242258,4908290,30150548
21,Maharashtra,32189237,10518075,42707312
22,Manipur,1079704,187563,1267267
23,Meghalaya,864207,183534,1047741
24,Mizoram,633507,188079,821586
25,Nagaland,608661,145059,753720
26,Odisha,12206582,3796257,16002839
27,Puducherry,556463,142273,698736
28,Punjab,7562498,1830886,9393384
29,Rajasthan,24360122,6948450,31308572
30,Sikkim,487514,146413,633927
31,Tamil Nadu,18046306,3938716,21985022
32,Telangana,11140017,3151825,14291842
33,Tripura,2305576,771107,3076683
34,Uttarakhand,4268481,1380203,5648684
35,Uttar Pradesh,38818078,7517474,46335552
36,West Bengal,20136326,8461201,28597527
37,Miscellaneous,1743954,1543824,3287778
