ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,296097,243735,539832
2,Andhra Pradesh,34066789,23675666,57742455
3,Arunachal Pradesh,788329,595484,1383813
4,Assam,20888918,11118772,32007690
5,Bihar,52983940,23594018,76577958
6,Chandigarh,936545,608987,1545532
7,Chhattisgarh,15885350,8862416,24747766
8,Dadra and Nagar Haveli and Daman and Diu,671680,425347,1097027
9,Delhi,13631120,8433646,22064766
10,Goa,1277852,1007647,2285499
11,Gujarat,45502535,32514206,78016741
12,Haryana,18343515,9514443,27857958
13,Himachal Pradesh,5790043,4754924,10544967
14,Jammu and Kashmir,9580040,6749808,16329848
15,Jharkhand,16166913,7198113,23365026
16,Karnataka,43869669,27046841,70916510
17,Kerala,25606494,16527509,42134003
18,Ladakh,211126,167245,378371
19,Lakshadweep,55359,48689,104048
20,Madhya Pradesh,50717160,30598970,81316130
21,Maharashtra,71755945,36714732,108470677
22,Manipur,1272950,844733,2117683
23,Meghalaya,1153014,783302,1936316
24,Mizoram,726186,547685,1273871
25,Nagaland,729007,536109,1265116
26,Odisha,27413045,14698230,42111275
27,Puducherry,747841,446735,1194576
28,Punjab,16390904,7174348,23565252
29,Rajasthan,43152794,22960811,66113605
30,Sikkim,522914,466387,989301
31,Tamil Nadu,43928504,22516298,66444802
32,Telangana,24458098,12170399,36628497
33,Tripura,2535634,1962165,4497799
34,Uttarakhand,7550057,4739443,12289500
35,Uttar Pradesh,107160199,44756698,151916897
36,West Bengal,61988733,26858095,88846828
37,Miscellaneous,2237641,1567997,3805638
