ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,184157,81542,265699
2,Andhra Pradesh,14668538,4368048,19036586
3,Arunachal Pradesh,638807,145038,783845
4,Assam,7498423,1587248,9085671
5,Bihar,18258322,3261315,21519637
6,Chandigarh,554918,148571,703489
7,Chhattisgarh,9094569,2136050,11230619
8,Dadra and Nagar Haveli and Daman and Diu,518047,68353,586400
9,Delhi,7200320,2255149,9455469
10,Goa,990913,222451,1213364
11,Gujarat,23145616,7019612,30165228
12,Haryana,8692616,2100748,10793364
13,Himachal Pradesh,3593645,1089926,4683571
14,Jammu and Kashmir,4615769,1061657,5677426
15,Jharkhand,6864456,1506797,8371253
16,Karnataka,22305056,5475128,27780184
17,Kerala,12277846,5051565,17329411
18,Ladakh,185298,62526,247824
19,Lakshadweep,49196,13519,62715
20,Madhya Pradesh,21562031,4130311,25692342
21,Maharashtra,30752113,9356191,40108304
22,Manipur,965573,116575,1082148
23,Meghalaya,799437,134274,933711
24,Mizoram,619675,149231,768906
25,Nagaland,570016,122546,692562
26,Odisha,11442447,3348631,14791078
27,Puducherry,527972,132046,660018
28,Punjab,7265160,1562970,8828130
29,Rajasthan,23367032,5745243,29112275
30,Sikkim,471162,139022,610184
31,Tamil Nadu,16353113,3568532,19921645
32,Telangana,10956108,2545983,13502091
33,Tripura,2163519,710671,2874190
34,Uttarakhand,4132940,1240959,5373899
35,Uttar Pradesh,34795562,6764570,41560132
36,West Bengal,18892817,7793725,26686542
37,Miscellaneous,1743023,1539520,3282543
