ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,244623,102072,346695
2,Andhra Pradesh,19683430,7196957,26880387
3,Arunachal Pradesh,712975,215096,928071
4,Assam,13248139,2848557,16096696
5,Bihar,27594430,5446413,33040843
6,Chandigarh,781165,280239,1061404
7,Chhattisgarh,10477664,3066819,13544483
8,Dadra and Nagar Haveli and Daman and Diu,609992,117810,727802
9,Delhi,9045549,3574598,12620147
10,Goa,1145426,376407,1521833
11,Gujarat,32935352,10732644,43667996
12,Haryana,11410922,3651033,15061955
13,Himachal Pradesh,5317700,1655069,6972769
14,Jammu and Kashmir,5895229,1717652,7612881
15,Jharkhand,9587108,2392889,11979997
16,Karnataka,28941955,8978770,37920725
17,Kerala,19547235,7049010,26596245
18,Ladakh,191241,84465,275706
19,Lakshadweep,52151,20210,72361
20,Madhya Pradesh,33599779,6605296,40205075
21,Maharashtra,40004541,14456478,54461019
22,Manipur,1185332,306939,1492271
23,Meghalaya,1007785,290695,1298480
24,Mizoram,667563,229581,897144
25,Nagaland,649055,187263,836318
26,Odisha,15982115,4971165,20953280
27,Puducherry,628562,170639,799201
28,Punjab,9745396,2994797,12740193
29,Rajasthan,30757852,9841663,40599515
30,Sikkim,504320,165451,669771
31,Tamil Nadu,23757677,5656347,29414024
32,Telangana,12774060,4360097,17134157
33,Tripura,2450268,859674,3309942
34,Uttarakhand,6025170,1891225,7916395
35,Uttar Pradesh,54879964,10343473,65223437
36,West Bengal,26859543,10310410,37169953
37,Miscellaneous,1901515,1553907,3455422
