ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,80901,8171,89072
2,Andhra Pradesh,4257224,711280,4968504
3,Arunachal Pradesh,148714,41786,190500
4,Assam,1455272,370040,1825312
5,Bihar,5265752,792059,6057811
6,Chandigarh,127635,30930,158565
7,Chhattisgarh,4594206,552504,5146710
8,Dadra and Nagar Haveli and Daman and Diu,74768,12311,87079
9,Delhi,2277806,509326,2787132
10,Goa,218280,54563,272843
11,Gujarat,9251289,1687135,10938424
12,Haryana,2890506,397355,3287861
13,Himachal Pradesh,1244661,156186,1400847
14,Jammu and Kashmir,1533009,268462,1801471
15,Jharkhand,2496799,380775,2877574
16,Karnataka,7005121,953124,7958245
17,Kerala,5512420,841334,6353754
18,Ladakh,70012,18441,88453
19,Lakshadweep,16259,3527,19786
20,Madhya Pradesh,6737936,828447,7566383
21,Maharashtra,11692299,1587671,13279970
22,Manipur,114375,53179,167554
23,Meghalaya,137351,47888,185239
24,Mizoram,144527,36302,180829
25,Nagaland,128949,33469,162418
26,Odisha,4579807,726445,5306252
27,Puducherry,156991,16778,173769
28,Punjab,2403661,254430,2658091
29,Rajasthan,9952757,1697544,11650301
30,Sikkim,147787,24678,172465
31,Tamil Nadu,4223499,742450,4965949
32,Telangana,2965900,429225,3395125
33,Tripura,794923,146775,941698
34,Uttarakhand,1426520,289319,1715839
35,Uttar Pradesh,9450086,1809660,11259746
36,West Bengal,7934485,1461792,9396277
37,Miscellaneous,1635109,1207687,2842796
