ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,110314,15190,125504
2,Andhra Pradesh,7678110,2547794,10225904
3,Arunachal Pradesh,264766,78464,343230
4,Assam,3358720,840291,4199011
5,Bihar,8607110,1812319,10419429
6,Chandigarh,285640,74960,360600
7,Chhattisgarh,5901876,1117039,7018915
8,Dadra and Nagar Haveli and Daman and Diu,181604,26005,207609
9,Delhi,4249118,1249311,5498429
10,Goa,442339,95401,537740
11,Gujarat,13269427,4202315,17471742
12,Haryana,5021542,1004697,6026239
13,Himachal Pradesh,2048775,433830,2482605
14,Jammu and Kashmir,2812550,553591,3366141
15,Jharkhand,3542691,721147,4263838
16,Karnataka,11351062,2790867,14141929
17,Kerala,7572660,2103497,9676157
18,Ladakh,130679,37295,167974
19,Lakshadweep,28367,6949,35316
20,Madhya Pradesh,9675450,1801330,11476780
21,Maharashtra,18400557,4651517,23052074
22,Manipur,399135,70628,469763
23,Meghalaya,395157,74399,469556
24,Mizoram,265606,51152,316758
25,Nagaland,225133,51983,277116
26,Odisha,6545385,1486865,8032250
27,Puducherry,224480,51365,275845
28,Punjab,4331088,779977,5111065
29,Rajasthan,14080570,3150616,17231186
30,Sikkim,179424,59691,239115
31,Tamil Nadu,7277828,2061988,9339816
32,Telangana,4935543,1278900,6214443
33,Tripura,1110591,507776,1618367
34,Uttarakhand,2259267,684980,2944247
35,Uttar Pradesh,15501696,3532960,19034656
36,West Bengal,11278440,3902916,15181356
37,Miscellaneous,1722460,1468528,3190988
