ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,287185,138962,426147
2,Andhra Pradesh,25955345,12425253,38380598
3,Arunachal Pradesh,746444,349197,1095641
4,Assam,17735880,4859429,22595309
5,Bihar,41759930,9764961,51524891
6,Chandigarh,881183,406655,1287838
7,Chhattisgarh,12351793,4505912,16857705
8,Dadra and Nagar Haveli and Daman and Diu,637598,229417,867015
9,Delhi,11413942,4998448,16412390
10,Goa,1205186,588347,1793533
11,Gujarat,40263741,17117927,57381668
12,Haryana,15811554,5687094,21498648
13,Himachal Pradesh,5627468,2364779,7992247
14,Jammu and Kashmir,7301238,2997646,10298884
15,Jharkhand,12820331,3627565,16447896
16,Karnataka,37701020,14972570,52673590
17,Kerala,24124621,10092744,34217365
18,Ladakh,201904,130135,332039
19,Lakshadweep,54481,38410,92891
20,Madhya Pradesh,45741066,12972123,58713189
21,Maharashtra,53696818,21360302,75057120
22,Manipur,1215841,423130,1638971
23,Meghalaya,1060881,417957,1478838
24,Mizoram,687871,383502,1071373
25,Nagaland,677807,311031,988838
26,Odisha,20816182,7496747,28312929
27,Puducherry,676620,264903,941523
28,Punjab,13538780,4475199,18013979
29,Rajasthan,39481260,14420440,53901700
30,Sikkim,515147,326453,841600
31,Tamil Nadu,33929171,9430672,43359843
32,Telangana,16694917,6276040,22970957
33,Tripura,2486766,1225080,3711846
34,Uttarakhand,7262791,2836302,10099093
35,Uttar Pradesh,79440480,17389284,96829764
36,West Bengal,37684269,15262471,52946740
37,Miscellaneous,1902715,1558441,3461156
