ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,138286,15846,154132
2,Andhra Pradesh,11681705,2844212,14525917
3,Arunachal Pradesh,460067,80744,540811
4,Assam,5536768,1152586,6689354
5,Bihar,13360096,2156756,15516852
6,Chandigarh,408647,79844,488491
7,Chhattisgarh,7022150,1355541,8377691
8,Dadra and Nagar Haveli and Daman and Diu,328396,29664,358060
9,Delhi,5456734,1664891,7121625
10,Goa,728178,105658,833836
11,Gujarat,19053658,5217941,24271599
12,Haryana,7043821,1271698,8315519
13,Himachal Pradesh,2866630,461951,3328581
14,Jammu and Kashmir,3603415,629715,4233130
15,Jharkhand,5409527,994750,6404277
16,Karnataka,17865449,3476929,21342378
17,Kerala,10403348,2901942,13305290
18,Ladakh,168168,43402,211570
19,Lakshadweep,46057,7376,53433
20,Madhya Pradesh,16543406,2257638,18801044
21,Maharashtra,24457024,5827552,30284576
22,Manipur,523661,72808,596469
23,Meghalaya,578969,76211,655180
24,Mizoram,487327,53195,540522
25,Nagaland,398147,54796,452943
26,Odisha,9329423,1967738,11297161
27,Puducherry,408403,61352,469755
28,Punjab,5868652,935925,6804577
29,Rajasthan,19933012,3740339,23673351
30,Sikkim,362037,61526,423563
31,Tamil Nadu,12060839,2422366,14483205
32,Telangana,8633026,1449466,10082492
33,Tripura,1862233,566572,2428805
34,Uttarakhand,3366413,758285,4124698
35,Uttar Pradesh,25607271,4258859,29866130
36,West Bengal,16100088,4641195,20741283
37,Miscellaneous,1733741,1513885,3247626
