ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294951,218960,513911
2,Andhra Pradesh,33639689,22060356,55700045
3,Arunachal Pradesh,777463,566365,1343828
4,Assam,20388918,9302997,29691915
5,Bihar,51013752,20131771,71145523
6,Chandigarh,930008,571879,1501887
7,Chhattisgarh,15086461,7873269,22959730
8,Dadra and Nagar Haveli and Daman and Diu,664082,388685,1052767
9,Delhi,13249404,7798116,21047520
10,Goa,1269763,960352,2230115
11,Gujarat,44992493,28367757,73360250
12,Haryana,17952188,8644524,26596712
13,Himachal Pradesh,5736545,3921990,9658535
14,Jammu and Kashmir,9544566,6028583,15573149
15,Jharkhand,15431119,6159728,21590847
16,Karnataka,43090023,24629827,67719850
17,Kerala,25471802,15056481,40528283
18,Ladakh,209732,158383,368115
19,Lakshadweep,55164,47194,102358
20,Madhya Pradesh,50166529,24137189,74303718
21,Maharashtra,68520902,32692890,101213792
22,Manipur,1258048,782351,2040399
23,Meghalaya,1123363,711653,1835016
24,Mizoram,716152,528800,1244952
25,Nagaland,715225,514568,1229793
26,Odisha,26660128,13223839,39883967
27,Puducherry,737573,417994,1155567
28,Punjab,16120458,6586197,22706655
29,Rajasthan,42758391,21037685,63796076
30,Sikkim,522193,457893,980086
31,Tamil Nadu,41621306,18465107,60086413
32,Telangana,23527474,10855357,34382831
33,Tripura,2519663,1799935,4319598
34,Uttarakhand,7503655,4211602,11715257
35,Uttar Pradesh,100755025,36546099,137301124
36,West Bengal,59497933,23768725,83266658
37,Miscellaneous,2237534,1566449,3803983
