ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294362,206396,500758
2,Andhra Pradesh,33341161,21158033,54499194
3,Arunachal Pradesh,774812,550644,1325456
4,Assam,20271805,8505176,28776981
5,Bihar,50257058,18916600,69173658
6,Chandigarh,927217,554138,1481355
7,Chhattisgarh,14922470,7485505,22407975
8,Dadra and Nagar Haveli and Daman and Diu,662076,376191,1038267
9,Delhi,13111109,7524795,20635904
10,Goa,1265388,929645,2195033
11,Gujarat,44848958,26696613,71545571
12,Haryana,17812941,8215381,26028322
13,Himachal Pradesh,5722694,3617813,9340507
14,Jammu and Kashmir,9526048,5535076,15061124
15,Jharkhand,15180199,5839056,21019255
16,Karnataka,42653318,23239937,65893255
17,Kerala,25391861,14238920,39630781
18,Ladakh,209228,154954,364182
19,Lakshadweep,55144,46615,101759
20,Madhya Pradesh,49959374,21388090,71347464
21,Maharashtra,67681587,31398601,99080188
22,Manipur,1252720,750928,2003648
23,Meghalaya,1111729,674583,1786312
24,Mizoram,713640,521059,1234699
25,Nagaland,712614,503438,1216052
26,Odisha,26220114,12320223,38540337
27,Puducherry,735089,408400,1143489
28,Punjab,15994396,6317552,22311948
29,Rajasthan,42616601,20362064,62978665
30,Sikkim,521923,453867,975790
31,Tamil Nadu,41390309,17862030,59252339
32,Telangana,23062562,10279323,33341885
33,Tripura,2514905,1724254,4239159
34,Uttarakhand,7486330,4001618,11487948
35,Uttar Pradesh,99043212,33770213,132813425
36,West Bengal,58162702,22481620,80644322
37,Miscellaneous,2237479,1565060,3802539
