ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,214334,93845,308179
2,Andhra Pradesh,17319963,6070806,23390769
3,Arunachal Pradesh,685988,182384,868372
4,Assam,9977914,2111716,12089630
5,Bihar,22501851,4294454,26796305
6,Chandigarh,679894,212902,892796
7,Chhattisgarh,9900079,2548382,12448461
8,Dadra and Nagar Haveli and Daman and Diu,576133,77418,653551
9,Delhi,7684071,2875606,10559677
10,Goa,1081299,288891,1370190
11,Gujarat,26979294,8652182,35631476
12,Haryana,9866525,2787979,12654504
13,Himachal Pradesh,4155025,1347806,5502831
14,Jammu and Kashmir,5175592,1428185,6603777
15,Jharkhand,8159801,1934303,10094104
16,Karnataka,25190326,7159957,32350283
17,Kerala,15231555,6329067,21560622
18,Ladakh,188226,69325,257551
19,Lakshadweep,50772,16719,67491
20,Madhya Pradesh,28719654,5519239,34238893
21,Maharashtra,34530719,11846167,46376886
22,Manipur,1146080,233275,1379355
23,Meghalaya,927352,221790,1149142
24,Mizoram,651442,204046,855488
25,Nagaland,629122,156391,785513
26,Odisha,13596312,4118650,17714962
27,Puducherry,592209,149524,741733
28,Punjab,7946711,2110645,10057356
29,Rajasthan,26474741,8145985,34620726
30,Sikkim,496921,150619,647540
31,Tamil Nadu,20257346,4563660,24821006
32,Telangana,11548293,3828778,15377071
33,Tripura,2402133,798053,3200186
34,Uttarakhand,4882205,1542125,6424330
35,Uttar Pradesh,44974649,8320884,53295533
36,West Bengal,22747208,9028218,31775426
37,Miscellaneous,1899821,1548073,3447894
