ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,124713,15556,140269
2,Andhra Pradesh,11288086,2750996,14039082
3,Arunachal Pradesh,425065,80011,505076
4,Assam,4877830,1102926,5980756
5,Bihar,12532096,2094316,14626412
6,Chandigarh,389648,77595,467243
7,Chhattisgarh,6517732,1247171,7764903
8,Dadra and Nagar Haveli and Daman and Diu,297597,27240,324837
9,Delhi,5072902,1614554,6687456
10,Goa,688489,102213,790702
11,Gujarat,18070655,4957546,23028201
12,Haryana,6774271,1204866,7979137
13,Himachal Pradesh,2599553,440210,3039763
14,Jammu and Kashmir,3435703,610811,4046514
15,Jharkhand,5042667,944328,5986995
16,Karnataka,16692301,3345137,20037438
17,Kerala,9997225,2642436,12639661
18,Ladakh,164789,37523,202312
19,Lakshadweep,45207,7204,52411
20,Madhya Pradesh,14620927,2139537,16760464
21,Maharashtra,23036805,5608738,28645543
22,Manipur,503959,72370,576329
23,Meghalaya,541675,75392,617067
24,Mizoram,420398,52862,473260
25,Nagaland,366376,53395,419771
26,Odisha,8555664,1866959,10422623
27,Puducherry,386817,57866,444683
28,Punjab,5602397,878545,6480942
29,Rajasthan,18552992,3545678,22098670
30,Sikkim,325281,59978,385259
31,Tamil Nadu,11064602,2311335,13375937
32,Telangana,8050833,1405135,9455968
33,Tripura,1733943,551437,2285380
34,Uttarakhand,3055862,741777,3797639
35,Uttar Pradesh,23083768,4101579,27185347
36,West Bengal,15223543,4413123,19636666
37,Miscellaneous,1732133,1506662,3238795
