ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,106543,15157,121700
2,Andhra Pradesh,6646051,2394589,9040640
3,Arunachal Pradesh,252177,78125,330302
4,Assam,3162510,819055,3981565
5,Bihar,8356625,1759568,10116193
6,Chandigarh,255005,74732,329737
7,Chhattisgarh,5856511,1097839,6954350
8,Dadra and Nagar Haveli and Daman and Diu,148522,25937,174459
9,Delhi,4078916,1185319,5264235
10,Goa,414064,94820,508884
11,Gujarat,12265993,4019309,16285302
12,Haryana,4710972,972444,5683416
13,Himachal Pradesh,1971768,433299,2405067
14,Jammu and Kashmir,2613736,541062,3154798
15,Jharkhand,3364585,688304,4052889
16,Karnataka,10151884,2669729,12821613
17,Kerala,6878833,2022091,8900924
18,Ladakh,107108,37275,144383
19,Lakshadweep,24487,6938,31425
20,Madhya Pradesh,8635394,1771760,10407154
21,Maharashtra,17181179,4458657,21639836
22,Manipur,368787,70212,438999
23,Meghalaya,380820,74233,455053
24,Mizoram,257521,51070,308591
25,Nagaland,209583,51888,261471
26,Odisha,6024028,1453617,7477645
27,Puducherry,205967,50996,256963
28,Punjab,4165757,752357,4918114
29,Rajasthan,13361360,3064986,16426346
30,Sikkim,179062,59635,238697
31,Tamil Nadu,6230848,1978147,8208995
32,Telangana,4494535,1208309,5702844
33,Tripura,1062996,507211,1570207
34,Uttarakhand,2174819,682047,2856866
35,Uttar Pradesh,13948710,3406590,17355300
36,West Bengal,9886306,3842006,13728312
37,Miscellaneous,1716130,1451255,3167385
