ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,236726,99292,336018
2,Andhra Pradesh,19235444,6810836,26046280
3,Arunachal Pradesh,707244,208394,915638
4,Assam,12529234,2650237,15179471
5,Bihar,26846382,5236341,32082723
6,Chandigarh,763758,264434,1028192
7,Chhattisgarh,10373446,2968914,13342360
8,Dadra and Nagar Haveli and Daman and Diu,604984,101785,706769
9,Delhi,8686703,3429839,12116542
10,Goa,1128598,351403,1480001
11,Gujarat,31773036,10244687,42017723
12,Haryana,10994524,3438366,14432890
13,Himachal Pradesh,5184454,1589495,6773949
14,Jammu and Kashmir,5705878,1637831,7343709
15,Jharkhand,9188319,2260257,11448576
16,Karnataka,27752732,8326627,36079359
17,Kerala,18696599,6839152,25535751
18,Ladakh,190166,75389,265555
19,Lakshadweep,51934,18970,70904
20,Madhya Pradesh,33176008,6467138,39643146
21,Maharashtra,37951602,13539557,51491159
22,Manipur,1179893,287834,1467727
23,Meghalaya,989794,272981,1262775
24,Mizoram,664714,224574,889288
25,Nagaland,644594,178496,823090
26,Odisha,15588129,4745702,20333831
27,Puducherry,623392,163232,786624
28,Punjab,9214454,2790665,12005119
29,Rajasthan,29492214,9368710,38860924
30,Sikkim,502629,163327,665956
31,Tamil Nadu,22725149,5163617,27888766
32,Telangana,12444220,4256273,16700493
33,Tripura,2441658,838627,3280285
34,Uttarakhand,5780488,1811372,7591860
35,Uttar Pradesh,52669567,9731134,62400701
36,West Bengal,25846259,9687580,35533839
37,Miscellaneous,1901106,1552389,3453495
