ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,291407,166657,458064
2,Andhra Pradesh,29038528,15395373,44433901
3,Arunachal Pradesh,762697,464916,1227613
4,Assam,19458049,6345607,25803656
5,Bihar,46783452,13625704,60409156
6,Chandigarh,913084,484448,1397532
7,Chhattisgarh,13584393,5893264,19477657
8,Dadra and Nagar Haveli and Daman and Diu,651983,317080,969063
9,Delhi,12511988,6499860,19011848
10,Goa,1239742,775432,2015174
11,Gujarat,43150617,21040577,64191194
12,Haryana,17120649,6870292,23990941
13,Himachal Pradesh,5679157,2920370,8599527
14,Jammu and Kashmir,8960608,3972577,12933185
15,Jharkhand,14210701,4559398,18770099
16,Karnataka,40109871,18707117,58816988
17,Kerala,24937641,11667527,36605168
18,Ladakh,206959,143869,350828
19,Lakshadweep,54977,43603,98580
20,Madhya Pradesh,48982313,16236709,65219022
21,Maharashtra,60652624,26640659,87293283
22,Manipur,1230951,539800,1770751
23,Meghalaya,1081166,522376,1603542
24,Mizoram,701296,469445,1170741
25,Nagaland,694479,407039,1101518
26,Odisha,23297793,9378895,32676688
27,Puducherry,713515,345788,1059303
28,Punjab,15116949,5479270,20596219
29,Rajasthan,41389970,17262697,58652667
30,Sikkim,519996,416372,936368
31,Tamil Nadu,37582421,12592567,50174988
32,Telangana,20088205,7734959,27823164
33,Tripura,2500459,1486643,3987102
34,Uttarakhand,7410725,3328222,10738947
35,Uttar Pradesh,90777695,24244637,115022332
36,West Bengal,46206046,17953133,64159179
37,Miscellaneous,1903052,1561135,346418
