ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,105932,15154,121086
2,Andhra Pradesh,6076647,2383116,8459763
3,Arunachal Pradesh,251246,78111,329357
4,Assam,3121334,813577,3934911
5,Bihar,8309462,1754468,10063930
6,Chandigarh,250116,74697,324813
7,Chhattisgarh,5843954,1096622,6940576
8,Dadra and Nagar Haveli and Daman and Diu,142759,25919,168678
9,Delhi,4045357,1179883,5225240
10,Goa,408278,94783,503061
11,Gujarat,12095693,3991433,16087126
12,Haryana,4645105,964257,5609362
13,Himachal Pradesh,1950294,433284,2383578
14,Jammu and Kashmir,2554142,540479,3094621
15,Jharkhand,3350298,686359,4036657
16,Karnataka,9938507,2651330,12589837
17,Kerala,6767010,2020297,8787307
18,Ladakh,101179,37264,138443
19,Lakshadweep,24445,6935,31380
20,Madhya Pradesh,8414188,1763210,10177398
21,Maharashtra,16920616,4431707,21352323
22,Manipur,365745,70172,435917
23,Meghalaya,375497,74206,449703
24,Mizoram,256097,51060,307157
25,Nagaland,208821,51875,260696
26,Odisha,5926992,1448686,7375678
27,Puducherry,203180,50956,254136
28,Punjab,4142075,748350,4890425
29,Rajasthan,13305224,3058955,16364179
30,Sikkim,178314,59633,237947
31,Tamil Nadu,5940657,1973620,7914277
32,Telangana,4476636,1175633,5652269
33,Tripura,1060345,507111,1567456
34,Uttarakhand,2155996,681803,2837799
35,Uttar Pradesh,13681405,3392753,17074158
36,West Bengal,9717657,3836569,13554226
37,Miscellaneous,1714125,1446279,3160404
