ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,174389,66257,240646
2,Andhra Pradesh,14063743,3772529,17836272
3,Arunachal Pradesh,607036,120871,727907
4,Assam,6988194,1384441,8372635
5,Bihar,16402112,2781473,19183585
6,Chandigarh,515329,123378,638707
7,Chhattisgarh,8674092,1879369,10553461
8,Dadra and Nagar Haveli and Daman and Diu,486920,62607,549527
9,Delhi,6957233,2131485,9088718
10,Goa,948191,184671,1132862
11,Gujarat,21977912,6516391,28494303
12,Haryana,8281500,1835038,10116538
13,Himachal Pradesh,3487424,928925,4416349
14,Jammu and Kashmir,4400294,869421,5269715
15,Jharkhand,6525383,1348348,7873731
16,Karnataka,21365071,4846702,26211773
17,Kerala,11741150,4366383,16107533
18,Ladakh,184197,61509,245706
19,Lakshadweep,48558,11504,60062
20,Madhya Pradesh,20345753,3818260,24164013
21,Maharashtra,29348230,8168543,37516773
22,Manipur,823351,90079,913430
23,Meghalaya,737304,103914,841218
24,Mizoram,595382,103294,698676
25,Nagaland,521140,99423,620563
26,Odisha,10923291,2747474,13670765
27,Puducherry,503132,119030,622162
28,Punjab,7075101,1447226,8522327
29,Rajasthan,22085820,4933431,27019251
30,Sikkim,450013,125036,575049
31,Tamil Nadu,15160088,3143822,18303910
32,Telangana,10699363,2121117,12820480
33,Tripura,2103011,667511,2770522
34,Uttarakhand,3957266,1021926,4979192
35,Uttar Pradesh,32468531,6084096,38552627
36,West Bengal,18021482,6691305,24712787
37,Miscellaneous,1740553,1533607,3274160
