ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,288878,149622,438500
2,Andhra Pradesh,26636348,13100141,39736489
3,Arunachal Pradesh,752573,396113,1148686
4,Assam,18252621,5382121,23634742
5,Bihar,43229272,10585429,53814701
6,Chandigarh,895064,436655,1331719
7,Chhattisgarh,12923827,5097851,18021678
8,Dadra and Nagar Haveli and Daman and Diu,643397,262123,905520
9,Delhi,11840383,5536668,17377051
10,Goa,1220106,668230,1888336
11,Gujarat,41570847,18487944,60058791
12,Haryana,16339480,6083764,22423244
13,Himachal Pradesh,5651396,2627833,8279229
14,Jammu and Kashmir,7720991,3358364,11079355
15,Jharkhand,13433518,3983426,17416944
16,Karnataka,38647205,16273469,54920674
17,Kerala,24544949,10629914,35174863
18,Ladakh,203901,134157,338058
19,Lakshadweep,54767,40881,95648
20,Madhya Pradesh,47728554,14656081,62384635
21,Maharashtra,56168912,23209551,79378463
22,Manipur,1220725,461120,1681845
23,Meghalaya,1067855,452529,1520384
24,Mizoram,693977,419676,1113653
25,Nagaland,683278,345311,1028589
26,Odisha,21698089,8109323,29807412
27,Puducherry,694530,301113,995643
28,Punjab,14396251,4932450,19328701
29,Rajasthan,40042426,15060224,55102650
30,Sikkim,517475,372746,890221
31,Tamil Nadu,35590465,10817810,46408275
32,Telangana,18211771,6839392,25051163
33,Tripura,2492448,1331076,3823524
34,Uttarakhand,7334465,3049787,10384252
35,Uttar Pradesh,84271713,19671679,103943392
36,West Bengal,40049336,16270043,56319379
37,Miscellaneous,1902869,1559358,3462227
