ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,193281,86558,279839
2,Andhra Pradesh,14913422,4657465,19570887
3,Arunachal Pradesh,655202,159916,815118
4,Assam,8008537,1725004,9733541
5,Bihar,19024124,3501453,22525577
6,Chandigarh,581613,171013,752626
7,Chhattisgarh,9255247,2204614,11459861
8,Dadra and Nagar Haveli and Daman and Diu,531085,71518,602603
9,Delhi,7296521,2387695,9684216
10,Goa,1016952,248432,1265384
11,Gujarat,24208110,7431320,31639430
12,Haryana,8818944,2202603,11021547
13,Himachal Pradesh,3740953,1166811,4907764
14,Jammu and Kashmir,4711795,1150609,5862404
15,Jharkhand,7242101,1643256,8885357
16,Karnataka,22942288,5944413,28886701
17,Kerala,12972163,5622271,18594434
18,Ladakh,185770,63271,249041
19,Lakshadweep,49661,14455,64116
20,Madhya Pradesh,23316207,4552158,27868365
21,Maharashtra,31424960,9894145,41319105
22,Manipur,1038690,158626,1197316
23,Meghalaya,836298,164387,1000685
24,Mizoram,626660,171640,798300
25,Nagaland,594445,136401,730846
26,Odisha,11803391,3613911,15417302
27,Puducherry,546390,138781,685171
28,Punjab,7489117,1762899,9252016
29,Rajasthan,23957916,6417943,30375859
30,Sikkim,482041,144504,626545
31,Tamil Nadu,17331932,3803839,21135771
32,Telangana,11074124,2946097,14020221
33,Tripura,2226540,746270,2972810
34,Uttarakhand,4213935,1323550,5537485
35,Uttar Pradesh,37199189,7213587,44412776
36,West Bengal,19549648,8210268,27759916
37,Miscellaneous,1743455,1541611,3285066
