ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340676,2325943,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746159,738119,8035,5
5,Bihar,855267,842952,12314,1
6,Chandigarh,100693,99508,1185,0
7,Chhattisgarh,1187695,1173505,14190,0
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040928,2014253,26666,9
10,Goa,263352,259332,4014,6
11,Gujarat,1291385,1280304,11079,2
12,Haryana,1078887,1068127,10755,5
13,Himachal Pradesh,322916,318664,4241,11
14,Jammu and Kashmir,482023,477231,4792,0
15,Jharkhand,443827,438493,5334,0
16,Karnataka,4088792,4048415,40358,19
17,Kerala,6907267,6835198,72042,27
18,Ladakh,29602,29371,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8171308,8022486,148561,261
22,Manipur,140034,137885,2149,0
23,Meghalaya,96985,95353,1628,4
24,Mizoram,239561,238826,734,1
25,Nagaland,36033,35251,782,0
26,Odisha,1348362,1339140,9215,7
27,Puducherry,177547,175566,1981,0
28,Punjab,792417,773076,19338,3
29,Rajasthan,1326465,1316727,9736,2
30,Sikkim,44927,44425,501,1
31,Tamil Nadu,3610666,3572574,38081,11
32,Telangana,844437,840321,4111,5
33,Tripura,108493,107551,942,0
34,Uttarakhand,452572,444804,7768,0
35,Uttar Pradesh,2145439,2121672,23712,55
36,West Bengal,2126329,2104665,21555,109
