ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10517,10372,129,16
2,Andhra Pradesh,2334934,2319030,14733,1171
3,Arunachal Pradesh,66404,65953,296,155
4,Assam,742846,731840,8028,2978
5,Bihar,845960,832861,12287,812
6,Chandigarh,98036,96267,1175,594
7,Chhattisgarh,1170909,1155276,14091,1542
8,Dadra and Nagar Haveli and Daman and Diu,11567,11553,4,10
9,Delhi,1985822,1951914,26389,7519
10,Goa,254049,249222,3856,971
11,Gujarat,1265743,1251031,10993,3719
12,Haryana,1043289,1028029,10654,4606
13,Himachal Pradesh,307687,301296,4184,2207
14,Jammu and Kashmir,474055,465122,4779,4154
15,Jharkhand,441377,435540,5330,507
16,Karnataka,4032489,3981825,40189,10475
17,Kerala,6738154,6658740,70644,8770
18,Ladakh,29085,28792,228,65
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1052310,1040700,10763,847
21,Maharashtra,8073529,7913209,148172,12148
22,Manipur,139519,137220,2143,156
23,Meghalaya,96183,94067,1613,503
24,Mizoram,235307,233869,717,721
25,Nagaland,35871,35060,776,35
26,Odisha,1323052,1310635,9156,3261
27,Puducherry,172154,169728,1967,459
28,Punjab,779605,747101,17859,14645
29,Rajasthan,1301923,1287744,9593,4586
30,Sikkim,43096,42359,480,257
31,Tamil Nadu,3559491,3514313,38033,7145
32,Telangana,829467,822173,4111,3183
33,Tripura,107584,106481,938,165
34,Uttarakhand,446355,436704,7727,1924
35,Uttar Pradesh,2114653,2085419,23587,5647
36,West Bengal,2102757,2076036,21422,5299
