ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340671,2325937,14733,1
3,Arunachal Pradesh,67036,66738,296,2
4,Assam,746138,738084,8035,19
5,Bihar,855234,842888,12314,32
6,Chandigarh,100683,99497,1185,1
7,Chhattisgarh,1187662,1173440,14189,33
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040711,2014023,26662,26
10,Goa,263215,259144,4014,57
11,Gujarat,1291323,1280216,11079,28
12,Haryana,1078851,1068058,10754,39
13,Himachal Pradesh,322762,318485,4239,38
14,Jammu and Kashmir,481994,477191,4792,11
15,Jharkhand,443823,438487,5334,2
16,Karnataka,4088468,4048030,40356,82
17,Kerala,6906548,6833175,71934,1439
18,Ladakh,29586,29352,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056341,1045551,10786,4
21,Maharashtra,8169405,8020681,148552,172
22,Manipur,139973,137806,2149,18
23,Meghalaya,96949,95313,1628,8
24,Mizoram,239471,238691,733,47
25,Nagaland,36028,35246,782,0
26,Odisha,1348149,1338799,9215,135
27,Puducherry,177518,175523,1981,14
28,Punjab,792371,773008,19338,25
29,Rajasthan,1326427,1316679,9735,13
30,Sikkim,44836,44321,500,15
31,Tamil Nadu,3610528,3572418,38080,30
32,Telangana,844286,840131,4111,44
33,Tripura,108287,107323,941,23
34,Uttarakhand,452526,444745,7767,14
35,Uttar Pradesh,2145328,2121468,23702,158
36,West Bengal,2125193,2103343,21552,298
