ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7683,7549,129,5
2,Andhra Pradesh,2073093,2056501,14443,2149
3,Arunachal Pradesh,55279,54964,280,35
4,Assam,617039,608319,6108,2612
5,Bihar,726225,716530,9663,32
6,Chandigarh,65471,64585,820,66
7,Chhattisgarh,1006833,992924,13593,316
8,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,1
9,Delhi,1440973,1415589,25098,286
10,Goa,178990,175279,3384,327
11,Gujarat,827520,817134,10093,293
12,Haryana,771733,761510,10054,169
13,Himachal Pradesh,227269,222556,3849,864
14,Jammu and Kashmir,337086,330922,4477,1687
15,Jharkhand,349256,344022,5140,94
16,Karnataka,2996470,2951654,38213,6603
17,Kerala,5147219,5061906,40535,44778
18,Ladakh,21601,21102,214,285
19,Lakshadweep,10396,10319,51,26
20,Madhya Pradesh,793187,782535,10528,124
21,Maharashtra,6636425,6484338,141025,11062
22,Manipur,125236,122599,1978,659
23,Meghalaya,84510,82739,1473,298
24,Mizoram,135450,131177,501,3772
25,Nagaland,32125,31296,696,133
26,Odisha,1049345,1038695,8413,2237
27,Puducherry,128965,126803,1873,289
28,Punjab,603320,586384,16605,331
29,Rajasthan,954806,945648,8955,203
30,Sikkim,32252,31722,403,127
31,Tamil Nadu,2727635,2682943,36492,8200
32,Telangana,676187,668564,3993,3630
33,Tripura,84820,83908,824,88
34,Uttarakhand,344303,336717,7408,178
35,Uttar Pradesh,1710405,1687402,22911,92
36,West Bengal,1616751,1589541,19498,7712
