ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9981,9725,129,127
2,Andhra Pradesh,2312778,2279152,14697,18929
3,Arunachal Pradesh,64004,63081,294,629
4,Assam,723495,713044,6605,3846
5,Bihar,828951,815425,12251,1275
6,Chandigarh,91338,89563,1152,623
7,Chhattisgarh,1146273,1124358,14006,7909
8,Dadra and Nagar Haveli and Daman and Diu,11430,11396,4,30
9,Delhi,1851320,1821322,26072,3926
10,Goa,244172,238066,3773,2333
11,Gujarat,1215290,1190271,10808,14211
12,Haryana,973522,956462,10486,6574
13,Himachal Pradesh,280269,272378,4083,3808
14,Jammu and Kashmir,450771,440560,4745,5466
15,Jharkhand,433258,426324,5314,1620
16,Karnataka,3926669,3851298,39640,35731
17,Kerala,6407383,6184080,62199,161104
18,Ladakh,27477,26714,226,537
19,Lakshadweep,11319,11183,52,84
20,Madhya Pradesh,1025891,995470,10693,19728
21,Maharashtra,7842949,7649669,143404,49876
22,Manipur,135838,131486,2083,2269
23,Meghalaya,92991,90678,1562,751
24,Mizoram,196997,184516,636,11845
25,Nagaland,35196,33979,752,465
26,Odisha,1277262,1257840,8884,10538
27,Puducherry,165243,161989,1957,1297
28,Punjab,755561,733999,17596,3966
29,Rajasthan,1265783,1235256,9463,21064
30,Sikkim,38944,38093,438,413
31,Tamil Nadu,3436262,3356648,37915,41699
32,Telangana,783448,767660,4107,11681
33,Tripura,100794,99718,919,157
34,Uttarakhand,433607,418442,7651,7514
35,Uttar Pradesh,2058167,2020555,23398,14214
36,West Bengal,2010901,1977241,21017,12643
