ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340672,2325937,14733,2
3,Arunachal Pradesh,67037,66739,296,2
4,Assam,746138,738084,8035,19
5,Bihar,855238,842904,12314,20
6,Chandigarh,100685,99497,1185,3
7,Chhattisgarh,1187665,1173451,14189,25
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040724,2014033,26662,29
10,Goa,263237,259171,4014,52
11,Gujarat,1291330,1280223,11079,28
12,Haryana,1078857,1068062,10754,41
13,Himachal Pradesh,322778,318503,4239,36
14,Jammu and Kashmir,481995,477193,4792,10
15,Jharkhand,443823,438487,5334,2
16,Karnataka,4088501,4048066,40356,79
17,Kerala,6906639,6833337,71934,1368
18,Ladakh,29586,29352,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056344,1045553,10786,5
21,Maharashtra,8169463,8020753,148553,157
22,Manipur,139973,137806,2149,18
23,Meghalaya,96949,95318,1628,3
24,Mizoram,239483,238719,733,31
25,Nagaland,36029,35246,782,1
26,Odisha,1348161,1338839,9215,107
27,Puducherry,177530,175531,1981,18
28,Punjab,792375,773018,19338,19
29,Rajasthan,1326433,1316681,9735,17
30,Sikkim,44838,44324,500,14
31,Tamil Nadu,3610532,3572429,38080,23
32,Telangana,844293,840153,4111,29
33,Tripura,108289,107333,941,15
34,Uttarakhand,452527,444750,7768,9
35,Uttar Pradesh,2145342,2121528,23704,110
36,West Bengal,2125223,2103411,21552,260
