ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10751,10622,129,0
2,Andhra Pradesh,2339086,2324351,14733,2
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851420,839114,12303,3
6,Chandigarh,99361,98180,1181,0
7,Chhattisgarh,1177782,1163636,14146,0
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007444,1980908,26522,14
10,Goa,259135,255115,4013,7
11,Gujarat,1277669,1266615,11046,8
12,Haryana,1056698,1045953,10714,31
13,Himachal Pradesh,312717,308498,4213,6
14,Jammu and Kashmir,479476,474668,4785,23
15,Jharkhand,442576,437243,5331,2
16,Karnataka,4073322,4032865,40310,147
17,Kerala,6830268,6757431,71580,1257
18,Ladakh,29422,29191,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054943,1044162,10777,4
21,Maharashtra,8137346,7988833,148421,92
22,Manipur,139924,137775,2149,0
23,Meghalaya,96787,95162,1625,0
24,Mizoram,238964,238238,726,0
25,Nagaland,35988,35205,782,1
26,Odisha,1336694,1327399,9205,90
27,Puducherry,175763,173767,1975,21
28,Punjab,784396,765090,19289,17
29,Rajasthan,1315596,1305934,9654,8
30,Sikkim,44323,43823,499,1
31,Tamil Nadu,3594750,3556659,38049,42
32,Telangana,841567,837425,4111,31
33,Tripura,108034,107094,940,0
34,Uttarakhand,449467,441712,7753,2
35,Uttar Pradesh,2128195,2104532,23645,18
36,West Bengal,2118797,2097229,21533,35
