ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10019,9882,129,8
2,Andhra Pradesh,2317953,2301210,14729,2014
3,Arunachal Pradesh,64439,64044,296,99
4,Assam,724135,715982,6638,1515
5,Bihar,830124,817589,12255,280
6,Chandigarh,91753,90443,1165,145
7,Chhattisgarh,1150973,1135658,14028,1287
8,Dadra and Nagar Haveli and Daman and Diu,11439,11434,4,1
9,Delhi,1860236,1832341,26126,1769
10,Goa,245040,240981,3822,237
11,Gujarat,1222790,1210211,10932,1647
12,Haryana,981957,969626,10564,1767
13,Himachal Pradesh,283366,278442,4122,802
14,Jammu and Kashmir,453052,447690,4748,614
15,Jharkhand,434447,428731,5315,401
16,Karnataka,3941265,3896423,39957,4885
17,Kerala,6502060,6410844,65501,25715
18,Ladakh,28045,27673,228,144
19,Lakshadweep,11400,11346,52,2
20,Madhya Pradesh,1039192,1025342,10729,3121
21,Maharashtra,7866380,7712568,143706,10106
22,Manipur,136803,134388,2112,303
23,Meghalaya,93497,91759,1578,160
24,Mizoram,215356,208277,658,6421
25,Nagaland,35410,34561,756,93
26,Odisha,1285206,1274048,9079,2079
27,Puducherry,165726,163664,1962,100
28,Punjab,758139,739809,17712,618
29,Rajasthan,1280134,1266551,9537,4046
30,Sikkim,39072,38581,443,48
31,Tamil Nadu,3449721,3406649,38006,5066
32,Telangana,789083,782253,4111,2719
33,Tripura,100863,99920,919,24
34,Uttarakhand,436182,426160,7683,2339
35,Uttar Pradesh,2068089,2041326,23466,3297
36,West Bengal,2015253,1992267,21178,1808
