ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,316,293,0,23
2,Arunachal Pradesh,3,3,0,0
3,Assam,129,107,0,22
4,Bihar,135,134,0,1
5,Chandigarh,12,8,0,4
6,Chhattisgarh,208,174,2,32
7,Delhi,3857,3635,21,201
8,Goa,29,24,0,5
9,Gujarat,3607,3432,2,173
10,Haryana,551,504,2,45
11,Himachal Pradesh,4,4,0,0
12,Jammu and Kashmir,79,50,1,28
13,Jharkhand,68,59,1,8
14,Karnataka,2711,2596,11,104
15,Kerala,8309,7836,44,429
16,Ladakh,5,5,0,0
17,Madhya Pradesh,320,266,6,48
18,Maharashtra,2501,2365,38,98
19,Manipur,255,158,0,97
20,Meghalaya,1,1,0,0
21,Mizoram,6,2,0,4
22,Nagaland,3,1,0,2
23,Odisha,159,155,0,4
24,Puducherry,124,122,0,2
25,Punjab,173,145,3,25
26,Rajasthan,726,622,3,101
27,Sikkim,199,166,0,33
28,Tamil Nadu,1081,995,7,79
29,Telangana,33,33,0,0
30,Tripura,13,7,0,6
31,Uttarakhand,89,87,0,2
32,Uttar Pradesh,973,897,2,74
33,West Bengal,1167,1125,1,41
