ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3858,3631,53,174
2,Andhra Pradesh,706790,643993,5900,56897
3,Arunachal Pradesh,10220,7183,18,3019
4,Assam,183812,148963,721,34128
5,Bihar,185436,172449,910,12077
6,Chandigarh,12212,10162,169,1881
7,Chhattisgarh,118790,88095,1002,29693
8,Dadra and Nagar Haveli and Daman and Diu,3061,2959,2,100
9,Delhi,285672,253784,5438,26450
10,Goa,34455,29004,442,5009
11,Gujarat,139893,119683,3475,16735
12,Haryana,131388,116716,1425,13247
13,Himachal Pradesh,15454,11996,202,3256
14,Jammu and Kashmir,77253,59952,1212,16089
15,Jharkhand,85400,73428,729,11243
16,Karnataka,620630,499506,9119,112005
17,Kerala,213499,135144,791,77564
18,Ladakh,4429,3274,61,1094
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,132107,109611,2372,20124
21,Maharashtra,1416513,1117720,37480,261313
22,Manipur,11397,8992,69,2336
23,Meghalaya,6033,4226,52,1755
24,Mizoram,2103,1759,0,344
25,Nagaland,6318,5211,17,1090
26,Odisha,226334,194128,875,31331
27,Puducherry,28534,22948,532,5054
28,Punjab,116213,97777,3501,14935
29,Rajasthan,139696,117238,1516,20942
30,Sikkim,3092,2409,41,642
31,Tamil Nadu,608885,552938,9653,46294
32,Telangana,197327,167846,1153,28328
33,Tripura,26552,20897,289,5366
34,Uttarakhand,49559,40419,636,8504
35,Uttar Pradesh,406995,351966,5917,49112
36,West Bengal,263634,231699,5070,26865
