ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,106,34,0,72
2,Arunachal Pradesh,3,3,0,0
3,Assam,13,5,0,8
4,Bihar,50,6,0,44
5,Chandigarh,3,1,0,2
6,Chhattisgarh,50,9,0,41
7,Delhi,1564,892,7,665
8,Goa,20,11,0,9
9,Gujarat,1118,399,2,717
10,Haryana,151,64,0,87
11,Himachal Pradesh,3,0,0,3
12,Jammu and Kashmir,15,7,0,8
13,Jharkhand,13,6,0,7
14,Karnataka,837,386,7,444
15,Kerala,3733,1915,12,1806
16,Madhya Pradesh,53,19,2,32
17,Maharashtra,1276,681,18,577
18,Mizoram,2,2,0,0
19,Odisha,38,9,0,29
20,Puducherry,98,85,0,13
21,Punjab,35,7,2,26
22,Rajasthan,183,74,1,108
23,Sikkim,38,22,0,16
24,Tamil Nadu,578,379,5,194
25,Telangana,13,4,0,9
26,Tripura,1,0,0,1
27,Uttarakhand,30,23,0,7
28,Uttar Pradesh,345,135,2,208
29,West Bengal,929,306,1,622
