ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339064,2324328,14733,3
3,Arunachal Pradesh,66890,66594,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851365,839059,12302,4
6,Chandigarh,99343,98161,1181,1
7,Chhattisgarh,1177745,1163595,14146,4
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007112,1980559,26521,32
10,Goa,259061,255036,4013,12
11,Gujarat,1277526,1266456,11043,27
12,Haryana,1056581,1045823,10714,44
13,Himachal Pradesh,312626,308389,4213,24
14,Jammu and Kashmir,479394,474598,4785,11
15,Jharkhand,442567,437236,5331,0
16,Karnataka,4071743,4030175,40307,1261
17,Kerala,6827870,6754906,71546,1418
18,Ladakh,29410,29176,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054918,1044135,10776,7
21,Maharashtra,8136418,7987870,148414,134
22,Manipur,139922,137773,2149,0
23,Meghalaya,96782,95156,1624,2
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336533,1327221,9205,107
27,Puducherry,175503,173526,1975,2
28,Punjab,784153,764855,19289,9
29,Rajasthan,1315390,1305679,9653,58
30,Sikkim,44318,43819,499,0
31,Tamil Nadu,3594333,3556241,38049,43
32,Telangana,841261,837112,4111,38
33,Tripura,108034,107094,940,0
34,Uttarakhand,449366,441587,7751,28
35,Uttar Pradesh,2128087,2104392,23633,62
36,West Bengal,2118566,2096988,21532,46
