ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9951,9654,129,168
2,Andhra Pradesh,2308622,2247824,14679,46119
3,Arunachal Pradesh,63814,62390,293,1131
4,Assam,722683,709716,6585,6382
5,Bihar,828101,814041,12244,1816
6,Chandigarh,91019,88864,1144,1011
7,Chhattisgarh,1142986,1118420,13971,10595
8,Dadra and Nagar Haveli and Daman and Diu,11410,11355,4,51
9,Delhi,1847515,1815188,26023,6304
10,Goa,243387,236099,3760,3528
11,Gujarat,1208212,1170117,10740,27355
12,Haryana,968886,949662,10447,8777
13,Himachal Pradesh,278651,270169,4061,4421
14,Jammu and Kashmir,448786,433824,4732,10230
15,Jharkhand,432487,424946,5314,2227
16,Karnataka,3912100,3811615,39495,60990
17,Kerala,6346631,6026884,60793,258954
18,Ladakh,27148,26226,226,696
19,Lakshadweep,11266,11102,52,112
20,Madhya Pradesh,1016007,971950,10673,33384
21,Maharashtra,7823385,7593291,143247,86847
22,Manipur,135358,129729,2074,3555
23,Meghalaya,92646,89994,1554,1098
24,Mizoram,191726,178071,631,13024
25,Nagaland,35038,33708,749,581
26,Odisha,1271523,1248152,8797,14574
27,Puducherry,164760,159719,1955,3086
28,Punjab,753789,729649,17524,6616
29,Rajasthan,1254619,1211383,9424,33812
30,Sikkim,38825,37814,437,574
31,Tamil Nadu,3424476,3309032,37837,77607
32,Telangana,780836,756883,4103,19850
33,Tripura,100739,99445,919,375
34,Uttarakhand,431648,414536,7633,9479
35,Uttar Pradesh,2050897,2007473,23359,20065
36,West Bengal,2008133,1971826,20912,15395
