ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10568,10391,129,48
2,Andhra Pradesh,2335933,2320121,14733,1079
3,Arunachal Pradesh,66550,66128,296,126
4,Assam,743561,732506,8028,3027
5,Bihar,846808,833775,12290,743
6,Chandigarh,98418,96804,1177,437
7,Chhattisgarh,1172252,1156705,14100,1447
8,Dadra and Nagar Haveli and Daman and Diu,11569,11563,4,2
9,Delhi,1993823,1962262,26420,5141
10,Goa,254974,250057,3857,1060
11,Gujarat,1267780,1254494,10999,2287
12,Haryana,1047789,1033417,10664,3708
13,Himachal Pradesh,309351,303339,4191,1821
14,Jammu and Kashmir,476044,468668,4779,2597
15,Jharkhand,441674,435979,5330,365
16,Karnataka,4040831,3990113,40210,10508
17,Kerala,6744387,6665823,70713,7851
18,Ladakh,29151,28848,229,74
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1052858,1041453,10766,639
21,Maharashtra,8084383,7924547,148195,11641
22,Manipur,139609,137364,2145,100
23,Meghalaya,96319,94353,1616,350
24,Mizoram,236105,234684,717,704
25,Nagaland,35888,35094,776,18
26,Odisha,1325061,1313679,9163,2219
27,Puducherry,172416,170162,1967,287
28,Punjab,781247,747101,17877,16269
29,Rajasthan,1305130,1291276,9610,4244
30,Sikkim,43368,42646,483,239
31,Tamil Nadu,3563322,3519342,38033,5947
32,Telangana,831874,825091,4111,2672
33,Tripura,107673,106640,938,95
34,Uttarakhand,447260,437819,7734,1707
35,Uttar Pradesh,2118814,2090914,23595,4305
36,West Bengal,2104755,2079423,21441,3891
