ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7676,7545,129,2
2,Andhra Pradesh,2071567,2054979,14429,2159
3,Arunachal Pradesh,55255,54939,280,36
4,Assam,615781,606726,6079,2976
5,Bihar,726196,716488,9663,45
6,Chandigarh,65415,64560,820,35
7,Chhattisgarh,1006616,992698,13593,325
8,Dadra and Nagar Haveli and Daman and Diu,10683,10678,4,1
9,Delhi,1440719,1415328,25095,296
10,Goa,178709,175087,3378,244
11,Gujarat,827267,816856,10092,319
12,Haryana,771582,761389,10053,140
13,Himachal Pradesh,226589,221889,3835,865
14,Jammu and Kashmir,335707,329596,4464,1647
15,Jharkhand,349161,343898,5140,123
16,Karnataka,2994001,2949083,38182,6736
17,Kerala,5109674,5018279,38045,53350
18,Ladakh,21369,20931,212,226
19,Lakshadweep,10381,10314,51,16
20,Madhya Pradesh,793052,782435,10527,90
21,Maharashtra,6631297,6477379,140766,13152
22,Manipur,125007,122357,1963,687
23,Meghalaya,84293,82529,1467,297
24,Mizoram,132720,127782,482,4456
25,Nagaland,32068,31246,696,126
26,Odisha,1047386,1037001,8396,1989
27,Puducherry,128718,126547,1870,301
28,Punjab,603043,586186,16587,270
29,Rajasthan,954651,945560,8955,136
30,Sikkim,32176,31658,403,115
31,Tamil Nadu,2721762,2676825,36401,8536
32,Telangana,674845,667328,3984,3533
33,Tripura,84748,83849,820,79
34,Uttarakhand,344123,336551,7407,165
35,Uttar Pradesh,1710346,1687343,22909,94
36,West Bengal,1611180,1583859,19407,7914
