ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10034,9904,129,1
2,Andhra Pradesh,2319591,2304792,14730,69
3,Arunachal Pradesh,64489,64189,296,4
4,Assam,724197,716210,6639,1348
5,Bihar,830487,818213,12256,18
6,Chandigarh,91935,90755,1165,15
7,Chhattisgarh,1152189,1138092,14034,63
8,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,0
9,Delhi,1865796,1839090,26155,551
10,Goa,245334,241462,3832,40
11,Gujarat,1223971,1212956,10942,73
12,Haryana,985634,974681,10617,336
13,Himachal Pradesh,284618,280396,4133,89
14,Jammu and Kashmir,453845,448947,4750,148
15,Jharkhand,435161,429829,5315,17
16,Karnataka,3945823,3904298,40056,1469
17,Kerala,6535004,6463503,68264,3237
18,Ladakh,28229,27995,228,6
19,Lakshadweep,11402,11350,52,0
20,Madhya Pradesh,1041183,1030377,10735,71
21,Maharashtra,7874818,7726184,147806,828
22,Manipur,137143,134977,2120,46
23,Meghalaya,93780,92169,1593,18
24,Mizoram,225336,223813,687,836
25,Nagaland,35480,34714,759,7
26,Odisha,1287801,1278419,9121,261
27,Puducherry,165774,163812,1962,0
28,Punjab,759177,741374,17741,62
29,Rajasthan,1283065,1273421,9552,92
30,Sikkim,39143,38686,452,5
31,Tamil Nadu,3453011,3414739,38025,247
32,Telangana,791426,787066,4111,249
33,Tripura,100878,99954,922,2
34,Uttarakhand,437287,429124,7692,471
35,Uttar Pradesh,2070974,2047167,23498,309
36,West Bengal,2017611,1995907,21200,504
