ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7697,7561,129,7
2,Andhra Pradesh,2074708,2058289,14465,1954
3,Arunachal Pradesh,55305,54997,280,28
4,Assam,618441,609854,6130,2457
5,Bihar,726296,714143,12090,63
6,Chandigarh,65623,64492,1076,55
7,Chhattisgarh,1007187,993219,13594,374
8,Dadra and Nagar Haveli and Daman and Diu,10686,10679,4,3
9,Delhi,1441662,1416177,25100,385
10,Goa,179419,175501,3482,436
11,Gujarat,828077,817455,10098,524
12,Haryana,771989,761684,10055,250
13,Himachal Pradesh,227904,223405,3860,639
14,Jammu and Kashmir,338745,332659,4491,1595
15,Jharkhand,349420,344149,5141,130
16,Karnataka,3000105,2954513,38257,7335
17,Kerala,5190828,5108764,42824,39240
18,Ladakh,21804,21377,215,212
19,Lakshadweep,10405,10345,51,9
20,Madhya Pradesh,793337,782653,10529,155
21,Maharashtra,6643179,6491805,141243,10131
22,Manipur,125496,123179,1989,328
23,Meghalaya,84680,82990,1476,214
24,Mizoram,138212,134596,516,3100
25,Nagaland,32151,31351,699,101
26,Odisha,1051414,1041132,8433,1849
27,Puducherry,129202,127095,1877,230
28,Punjab,603697,586690,16618,389
29,Rajasthan,955064,945835,8956,273
30,Sikkim,32421,31805,406,210
31,Tamil Nadu,2734715,2690346,36599,7770
32,Telangana,678142,670246,4005,3891
33,Tripura,84911,83998,826,87
34,Uttarakhand,344442,336879,7412,151
35,Uttar Pradesh,1710538,1687480,22914,144
36,West Bengal,1622608,1595452,19594,7562
