ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10747,10618,129,0
2,Andhra Pradesh,2339079,2324343,14733,3
3,Arunachal Pradesh,66891,66595,296,0
4,Assam,746100,738065,8035,0
5,Bihar,851404,839100,12303,1
6,Chandigarh,99360,98175,1181,4
7,Chhattisgarh,1177773,1163620,14146,7
8,Dadra and Nagar Haveli and Daman and Diu,11591,11587,4,0
9,Delhi,2007337,1980800,26522,15
10,Goa,259115,255092,4013,10
11,Gujarat,1277635,1266569,11043,23
12,Haryana,1056663,1045910,10714,39
13,Himachal Pradesh,312701,308476,4213,12
14,Jammu and Kashmir,479448,474651,4785,12
15,Jharkhand,442574,437243,5331,0
16,Karnataka,4072643,4032204,40309,130
17,Kerala,6829399,6756582,71571,1246
18,Ladakh,29419,29185,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054938,1044156,10777,5
21,Maharashtra,8137023,7988488,148420,115
22,Manipur,139924,137775,2149,0
23,Meghalaya,96786,95162,1624,0
24,Mizoram,238964,238238,726,0
25,Nagaland,35986,35204,782,0
26,Odisha,1336604,1327322,9205,77
27,Puducherry,175661,173630,1975,56
28,Punjab,784313,764984,19289,40
29,Rajasthan,1315565,1305908,9653,4
30,Sikkim,44321,43822,499,0
31,Tamil Nadu,3594593,3556501,38049,43
32,Telangana,841467,837337,4111,19
33,Tripura,108034,107094,940,0
34,Uttarakhand,449434,441670,7753,11
35,Uttar Pradesh,2128159,2104512,23635,12
36,West Bengal,2118715,2097130,21532,53
