ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7702,7570,129,3
2,Andhra Pradesh,2075804,2059728,14479,1597
3,Arunachal Pradesh,55320,55017,280,23
4,Assam,619492,611016,6147,2329
5,Bihar,726371,714192,12093,86
6,Chandigarh,65703,64537,1077,89
7,Chhattisgarh,1007399,993472,13595,332
8,Dadra and Nagar Haveli and Daman and Diu,10690,10680,4,6
9,Delhi,1442197,1416556,25101,540
10,Goa,179742,175851,3485,406
11,Gujarat,828546,817874,10101,571
12,Haryana,772197,761903,10061,233
13,Himachal Pradesh,228295,223936,3868,491
14,Jammu and Kashmir,339827,333864,4512,1451
15,Jharkhand,349541,344255,5142,144
16,Karnataka,3002427,2956970,38288,7169
17,Kerala,5217589,5141779,44503,31307
18,Ladakh,21958,21553,217,188
19,Lakshadweep,10411,10355,51,5
20,Madhya Pradesh,793489,782779,10529,181
21,Maharashtra,6649596,6497500,141349,10747
22,Manipur,125627,123437,1995,195
23,Meghalaya,84752,83161,1478,113
24,Mizoram,139488,136359,531,2598
25,Nagaland,32169,31386,701,82
26,Odisha,1052834,1042701,8444,1689
27,Puducherry,129315,127284,1880,151
28,Punjab,603962,587014,16629,319
29,Rajasthan,955238,946037,8960,241
30,Sikkim,32461,31950,406,105
31,Tamil Nadu,2739806,2695856,36680,7270
32,Telangana,679564,671856,4015,3693
33,Tripura,84964,84077,827,60
34,Uttarakhand,344591,337010,7413,168
35,Uttar Pradesh,1710695,1687584,22915,196
36,West Bengal,1627076,1599918,19669,7489
