ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4126,3892,56,178
2,Andhra Pradesh,786050,744532,6453,35065
3,Arunachal Pradesh,13643,10780,30,2833
4,Assam,201407,173213,875,27319
5,Bihar,205945,194005,1003,10937
6,Chandigarh,13686,12617,208,861
7,Chhattisgarh,162772,135259,1534,25979
8,Dadra and Nagar Haveli and Daman and Diu,3185,3140,2,43
9,Delhi,333171,304561,6040,22570
10,Goa,40746,36914,549,3283
11,Gujarat,160560,142662,3643,14255
12,Haryana,151234,139511,1648,10075
13,Himachal Pradesh,19135,16270,272,2593
14,Jammu and Kashmir,88369,78667,1388,8314
15,Jharkhand,96842,89780,842,6220
16,Karnataka,770604,653829,10542,106233
17,Kerala,346881,252868,1182,92831
18,Ladakh,5647,4701,66,880
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,161203,145421,2786,12996
21,Maharashtra,1601365,1384879,42240,174246
22,Manipur,15778,11913,117,3748
23,Meghalaya,8536,6392,75,2069
24,Mizoram,2280,2151,0,129
25,Nagaland,7953,6273,27,1653
26,Odisha,270346,249575,1152,19619
27,Puducherry,33247,28520,575,4152
28,Punjab,128103,118767,4029,5307
29,Rajasthan,175226,152573,1760,20893
30,Sikkim,3601,3276,62,263
31,Tamil Nadu,690936,642152,10691,38093
32,Telangana,224545,202577,1282,20686
33,Tripura,29688,26748,331,2609
34,Uttarakhand,58360,51900,933,5527
35,Uttar Pradesh,456865,418685,6685,31495
36,West Bengal,325028,284325,6119,34584
