ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7467,7308,128,31
2,Andhra Pradesh,1889513,1838469,12706,38338
3,Arunachal Pradesh,35857,32923,172,2762
4,Assam,508484,477510,4539,26435
5,Bihar,721914,710569,9588,1757
6,Chandigarh,61670,60708,808,154
7,Chhattisgarh,994480,975077,13439,5964
8,Dadra and Nagar Haveli and Daman and Diu,10560,10511,4,45
9,Delhi,1434188,1407832,24977,1379
10,Goa,166689,161361,3054,2274
11,Gujarat,823523,810451,10059,3013
12,Haryana,768639,757771,9431,1437
13,Himachal Pradesh,202123,197019,3479,1625
14,Jammu and Kashmir,315662,306739,4323,4600
15,Jharkhand,345610,339583,5113,914
16,Karnataka,2843810,2732242,35040,76528
17,Kerala,2924165,2809587,13235,101343
18,Ladakh,20073,19592,202,279
19,Lakshadweep,9770,9411,48,311
20,Madhya Pradesh,789804,780265,8969,570
21,Maharashtra,6061404,5819901,121945,119558
22,Manipur,69790,62628,1150,6012
23,Meghalaya,49513,44459,838,4216
24,Mizoram,20492,16188,93,4211
25,Nagaland,25239,23403,495,1341
26,Odisha,909800,877540,4018,28242
27,Puducherry,117249,113146,1749,2354
28,Punjab,595609,576423,16052,3134
29,Rajasthan,952422,942030,8921,1471
30,Sikkim,20544,18214,307,2023
31,Tamil Nadu,2479696,2408886,32619,38191
32,Telangana,623510,606461,3661,13388
33,Tripura,66220,61663,682,3875
34,Uttarakhand,340255,330838,7316,2101
35,Uttar Pradesh,1706107,1680720,22591,2796
36,West Bengal,1499783,1461490,17708,20585
