ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3774,3551,52,171
2,Andhra Pradesh,668751,597294,5663,65794
3,Arunachal Pradesh,8869,6397,14,2458
4,Assam,169110,138310,638,30162
5,Bihar,177072,163432,886,12754
6,Chandigarh,11380,8937,145,2298
7,Chhattisgarh,102461,70955,817,30689
8,Dadra and Nagar Haveli and Daman and Diu,2996,2831,2,163
9,Delhi,267822,232912,5193,29717
10,Goa,31574,25759,391,5424
11,Gujarat,131646,111777,3406,16463
12,Haryana,122267,103827,1291,17149
13,Himachal Pradesh,13996,9728,164,4104
14,Jammu and Kashmir,71049,51494,1125,18430
15,Jharkhand,78935,65839,670,12426
16,Karnataka,566023,455719,8503,101801
17,Kerala,167939,114530,656,52753
18,Ladakh,4093,3018,57,1018
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,119899,95490,2181,22228
21,Maharashtra,1321176,1016450,35191,269535
22,Manipur,10051,7681,64,2306
23,Meghalaya,5212,3654,43,1515
24,Mizoram,1865,1316,0,549
25,Nagaland,5862,4819,16,1027
26,Odisha,205452,170193,783,34476
27,Puducherry,26032,20205,500,5327
28,Punjab,108684,86013,3188,19483
29,Rajasthan,126775,105994,1426,19355
30,Sikkim,2833,2097,31,705
31,Tamil Nadu,575017,519448,9233,46336
32,Telangana,185833,154499,1100,30234
33,Tripura,24728,18392,270,6066
34,Uttarakhand,46281,34859,566,10856
35,Uttar Pradesh,382835,320232,5517,57086
36,West Bengal,244240,213975,4721,25544
