ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10157,9986,129,42
2,Andhra Pradesh,2321379,2305893,14731,755
3,Arunachal Pradesh,64518,64218,296,4
4,Assam,724788,716405,7988,395
5,Bihar,832581,819388,12259,934
6,Chandigarh,93785,92052,1165,568
7,Chhattisgarh,1154179,1139282,14036,861
8,Dadra and Nagar Haveli and Daman and Diu,11474,11456,4,14
9,Delhi,1934009,1903423,26261,4325
10,Goa,248540,243720,3838,982
11,Gujarat,1231483,1217623,10946,2914
12,Haryana,1015501,1002222,10624,2655
13,Himachal Pradesh,286061,281413,4141,507
14,Jammu and Kashmir,455006,449803,4756,447
15,Jharkhand,435858,430254,5320,284
16,Karnataka,3968365,3922541,40117,5707
17,Kerala,6634722,6535869,69993,28860
18,Ladakh,28411,28105,228,78
19,Lakshadweep,11408,11353,52,3
20,Madhya Pradesh,1044243,1033012,10741,490
21,Maharashtra,7972474,7798817,147922,25735
22,Manipur,137266,135128,2120,18
23,Meghalaya,93947,92288,1594,65
24,Mizoram,229048,228084,703,261
25,Nagaland,35507,34744,761,2
26,Odisha,1289602,1279849,9126,627
27,Puducherry,166438,164172,1962,304
28,Punjab,762755,743903,17773,1079
29,Rajasthan,1288328,1277825,9564,939
30,Sikkim,39224,38744,454,26
31,Tamil Nadu,3473116,3425057,38026,10033
32,Telangana,800476,791944,4111,4421
33,Tripura,100901,99971,923,7
34,Uttarakhand,438663,430180,7696,787
35,Uttar Pradesh,2090050,2062971,23538,3541
36,West Bengal,2027901,2000798,21218,5885
