ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7548,7419,129,0
2,Andhra Pradesh,1993697,1962185,13647,17865
3,Arunachal Pradesh,51348,49176,252,1920
4,Assam,579899,565087,5492,9320
5,Bihar,725483,715593,9649,241
6,Chandigarh,62029,61174,811,44
7,Chhattisgarh,1003746,988904,13547,1295
8,Dadra and Nagar Haveli and Daman and Diu,10655,10648,4,3
9,Delhi,1437091,1411509,25069,513
10,Goa,172506,168423,3171,912
11,Gujarat,825182,814921,10078,183
12,Haryana,770208,759886,9658,664
13,Himachal Pradesh,210143,203839,3548,2756
14,Jammu and Kashmir,323422,317737,4397,1288
15,Jharkhand,347585,342240,5131,214
16,Karnataka,2929464,2869962,36979,22523
17,Kerala,3690123,3492367,18601,179155
18,Ladakh,20451,20162,207,82
19,Lakshadweep,10288,10198,51,39
20,Madhya Pradesh,792036,781418,10514,104
21,Maharashtra,6392660,6189933,135039,67688
22,Manipur,108270,100013,1710,6547
23,Meghalaya,71808,66515,1227,4066
24,Mizoram,48711,38693,182,9836
25,Nagaland,29151,27326,601,1224
26,Odisha,994565,978240,6887,9438
27,Puducherry,122282,119548,1805,929
28,Punjab,599942,583023,16342,577
29,Rajasthan,953943,944776,8954,213
30,Sikkim,28706,26150,361,2195
31,Tamil Nadu,2588781,2533804,34519,20458
32,Telangana,652380,641270,3842,7268
33,Tripura,81311,78992,781,1538
34,Uttarakhand,342588,334838,7370,380
35,Uttar Pradesh,1708948,1685725,22784,439
36,West Bengal,1538563,1510230,18303,10030
