ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341051,2326308,14733,10
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746217,738180,8036,1
5,Bihar,855381,843061,12315,5
6,Chandigarh,100710,99524,1185,1
7,Chhattisgarh,1188253,1173966,14195,92
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041491,2014776,26670,45
10,Goa,263590,259569,4014,7
11,Gujarat,1291973,1280838,11085,50
12,Haryana,1079070,1068289,10780,1
13,Himachal Pradesh,322986,318728,4246,12
14,Jammu and Kashmir,482127,477309,4793,25
15,Jharkhand,443859,438522,5337,0
16,Karnataka,4095651,4055116,40398,137
17,Kerala,6917541,6845423,72102,16
18,Ladakh,29621,29389,231,1
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056666,1045871,10786,9
21,Maharashtra,8175539,8026743,148588,208
22,Manipur,140036,137887,2149,0
23,Meghalaya,96991,95363,1628,0
24,Mizoram,239565,238830,734,1
25,Nagaland,36033,35251,782,0
26,Odisha,1348544,1339305,9215,24
27,Puducherry,177680,175695,1982,3
28,Punjab,793730,773150,20572,8
29,Rajasthan,1326696,1316904,9737,55
30,Sikkim,44941,44437,501,3
31,Tamil Nadu,3611558,3573453,38086,19
32,Telangana,844759,840634,4111,14
33,Tripura,108559,107608,943,8
34,Uttarakhand,452603,444829,7768,6
35,Uttar Pradesh,2145616,2121878,23721,17
36,West Bengal,2127366,2105715,21558,93
