ID,state,total_cases,discharged,deaths,active_cases
1,Andhra Pradesh,319,309,0,10
2,Arunachal Pradesh,3,3,0,0
3,Assam,149,129,0,20
4,Bihar,139,135,0,4
5,Chandigarh,15,8,0,7
6,Chhattisgarh,219,195,2,22
7,Delhi,3901,3793,21,87
8,Goa,29,29,0,0
9,Gujarat,3624,3505,2,117
10,Haryana,571,536,3,32
11,Himachal Pradesh,4,4,0,0
12,Jammu and Kashmir,87,67,1,19
13,Jharkhand,71,63,1,7
14,Karnataka,2787,2706,11,70
15,Kerala,8444,8116,45,283
16,Ladakh,5,5,0,0
17,Madhya Pradesh,332,283,6,43
18,Maharashtra,2547,2436,39,72
19,Manipur,275,202,0,73
20,Meghalaya,1,1,0,0
21,Mizoram,7,3,0,4
22,Nagaland,3,1,0,2
23,Odisha,161,158,0,3
24,Puducherry,124,124,0,0
25,Punjab,188,159,3,26
26,Rajasthan,749,683,3,63
27,Sikkim,218,186,0,32
28,Tamil Nadu,1108,1036,7,65
29,Telangana,33,33,0,0
30,Tripura,25,10,0,15
31,Uttarakhand,90,89,0,1
32,Uttar Pradesh,1002,937,2,63
33,West Bengal,1167,1125,1,41
