ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,9522,8819,129,574
2,Andhra Pradesh,2208955,2092998,14561,101396
3,Arunachal Pradesh,60598,56851,284,3463
4,Assam,702902,653719,6338,42845
5,Bihar,815705,788737,12197,14771
6,Chandigarh,86800,78664,1103,7033
7,Chhattisgarh,1105132,1061109,13769,30254
8,Dadra and Nagar Haveli and Daman and Diu,11231,11029,4,198
9,Delhi,1803499,1735808,25681,42010
10,Goa,232619,210799,3623,18197
11,Gujarat,1092968,948405,10302,134261
12,Haryana,920855,867828,10212,42815
13,Himachal Pradesh,263113,245900,3953,13260
14,Jammu and Kashmir,409166,357163,4627,47376
15,Jharkhand,423328,402222,5281,15825
16,Karnataka,3605508,3216070,38666,350772
17,Kerala,5725086,5386868,52141,286077
18,Ladakh,25036,23496,223,1317
19,Lakshadweep,10866,10539,52,275
20,Madhya Pradesh,914195,832742,10583,70870
21,Maharashtra,7569425,7120436,142237,306752
22,Manipur,130951,125321,2031,3599
23,Meghalaya,89161,85302,1499,2360
24,Mizoram,164128,151734,590,11804
25,Nagaland,33818,32335,708,775
26,Odisha,1217842,1142161,8532,67149
27,Puducherry,155254,136948,1912,16394
28,Punjab,723052,663404,17059,42589
29,Rajasthan,1149153,1047321,9140,92692
30,Sikkim,37333,34827,424,2082
31,Tamil Nadu,3194260,2945678,37312,211270
32,Telangana,743354,703008,4077,36269
33,Tripura,99290,90682,881,7727
34,Uttarakhand,407358,368625,7497,31236
35,Uttar Pradesh,1969368,1859717,23088,86563
36,West Bengal,1974285,1873706,20411,80168
