ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10019,9884,129,6
2,Andhra Pradesh,2318054,2301668,14729,1657
3,Arunachal Pradesh,64453,64065,296,92
4,Assam,724144,716028,6639,1477
5,Bihar,830156,817654,12255,247
6,Chandigarh,91767,90468,1165,134
7,Chhattisgarh,1151126,1135968,14029,1129
8,Dadra and Nagar Haveli and Daman and Diu,11440,11434,4,2
9,Delhi,1860561,1832781,26127,1653
10,Goa,245056,241022,3825,209
11,Gujarat,1222906,1210545,10933,1428
12,Haryana,982189,970066,10568,1555
13,Himachal Pradesh,283449,278598,4122,729
14,Jammu and Kashmir,453088,447813,4748,527
15,Jharkhand,434468,428793,5315,360
16,Karnataka,3941453,3897239,39969,4245
17,Kerala,6504433,6416369,65597,22467
18,Ladakh,28061,27695,228,138
19,Lakshadweep,11400,11346,52,2
20,Madhya Pradesh,1039451,1025973,10730,2748
21,Maharashtra,7866924,7713575,143706,9643
22,Manipur,136835,134416,2113,306
23,Meghalaya,93516,91778,1580,158
24,Mizoram,216036,209363,658,6015
25,Nagaland,35413,34571,756,86
26,Odisha,1285349,1274426,9085,1838
27,Puducherry,165731,163685,1962,84
28,Punjab,758196,739969,17717,510
29,Rajasthan,1280308,1267244,9539,3525
30,Sikkim,39077,38587,443,47
31,Tamil Nadu,3450041,3407595,38009,4437
32,Telangana,789237,782519,4111,2607
33,Tripura,100865,99929,919,17
34,Uttarakhand,436247,426290,7684,2273
35,Uttar Pradesh,2068305,2041831,23468,3006
36,West Bengal,2015406,1992433,21178,1795
