ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2341086,2326350,14733,3
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746226,738189,8037,0
5,Bihar,855506,843154,12315,37
6,Chandigarh,100726,99535,1186,5
7,Chhattisgarh,1188467,1174232,14199,36
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2042124,2015221,26680,223
10,Goa,263602,259582,4014,6
11,Gujarat,1292167,1281016,11090,61
12,Haryana,1079126,1068325,10781,20
13,Himachal Pradesh,323026,318767,4246,13
14,Jammu and Kashmir,482178,477373,4793,12
15,Jharkhand,443861,438523,5337,1
16,Karnataka,4096121,4055661,40399,61
17,Kerala,6917588,6845476,72103,9
18,Ladakh,29629,29395,231,3
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056696,1045894,10786,16
21,Maharashtra,8176336,8027488,148590,258
22,Manipur,140038,137887,2149,2
23,Meghalaya,96993,95364,1628,1
24,Mizoram,239567,238833,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348596,1339367,9215,14
27,Puducherry,177699,175717,1982,0
28,Punjab,793780,773180,20577,23
29,Rajasthan,1326994,1317106,9745,143
30,Sikkim,44948,44446,501,1
31,Tamil Nadu,3611591,3573500,38086,5
32,Telangana,844810,840686,4111,13
33,Tripura,108564,107617,943,4
34,Uttarakhand,452642,444862,7770,10
35,Uttar Pradesh,2145814,2122001,23722,91
36,West Bengal,2127530,2105947,21558,25
