ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340676,2325943,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746159,738119,8035,5
5,Bihar,855267,842951,12314,2
6,Chandigarh,100693,99508,1185,0
7,Chhattisgarh,1187695,1173504,14190,1
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040892,2014217,26666,9
10,Goa,263344,259326,4014,4
11,Gujarat,1291380,1280296,11079,5
12,Haryana,1078875,1068115,10755,5
13,Himachal Pradesh,322903,318656,4241,6
14,Jammu and Kashmir,482023,477231,4792,0
15,Jharkhand,443826,438491,5334,1
16,Karnataka,4088759,4048394,40358,7
17,Kerala,6907225,6835173,72042,10
18,Ladakh,29602,29371,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8170879,8022126,148558,195
22,Manipur,140034,137885,2149,0
23,Meghalaya,96981,95351,1628,2
24,Mizoram,239559,238825,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348354,1339132,9215,7
27,Puducherry,177547,175565,1981,1
28,Punjab,792415,773073,19338,4
29,Rajasthan,1326464,1316727,9736,1
30,Sikkim,44922,44420,500,2
31,Tamil Nadu,3610654,3572565,38081,8
32,Telangana,844426,840309,4111,6
33,Tripura,108492,107548,942,2
34,Uttarakhand,452565,444794,7768,3
35,Uttar Pradesh,2145422,2121658,23710,54
36,West Bengal,2126227,2104521,21555,151
