ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340672,2325939,14733,0
3,Arunachal Pradesh,67040,66741,296,3
4,Assam,746138,738084,8035,19
5,Bihar,855247,842922,12314,11
6,Chandigarh,100687,99500,1185,2
7,Chhattisgarh,1187675,1173474,14190,11
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040746,2014064,26663,19
10,Goa,263264,259225,4014,25
11,Gujarat,1291339,1280246,11079,14
12,Haryana,1078867,1068080,10754,33
13,Himachal Pradesh,322803,318540,4239,24
14,Jammu and Kashmir,482011,477208,4792,11
15,Jharkhand,443824,438488,5334,2
16,Karnataka,4088551,4048170,40356,25
17,Kerala,6906825,6833713,71936,1176
18,Ladakh,29586,29355,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056347,1045556,10786,5
21,Maharashtra,8169614,8020916,148553,145
22,Manipur,139973,137806,2149,18
23,Meghalaya,96952,95323,1628,1
24,Mizoram,239524,238754,733,37
25,Nagaland,36029,35247,782,0
26,Odisha,1348181,1338940,9215,26
27,Puducherry,177534,175549,1981,4
28,Punjab,792388,773038,19338,12
29,Rajasthan,1326446,1316694,9735,17
30,Sikkim,44849,44341,500,8
31,Tamil Nadu,3610558,3572452,38080,26
32,Telangana,844324,840182,4111,31
33,Tripura,108296,107348,941,7
34,Uttarakhand,452530,444761,7768,1
35,Uttar Pradesh,2145380,2121572,23705,103
36,West Bengal,2125309,2103556,21552,201
