ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,7546,7410,129,7
2,Andhra Pradesh,1982308,1948828,13531,19949
3,Arunachal Pradesh,50070,47148,242,2680
4,Assam,574100,557654,5387,11059
5,Bihar,725192,715236,9646,310
6,Chandigarh,61978,61142,811,25
7,Chhattisgarh,1003154,987893,13540,1721
8,Dadra and Nagar Haveli and Daman and Diu,10653,10641,4,8
9,Delhi,1436761,1411159,25066,536
10,Goa,171883,167736,3160,987
11,Gujarat,825045,814761,10077,207
12,Haryana,770079,759751,9649,679
13,Himachal Pradesh,207887,202391,3534,1962
14,Jammu and Kashmir,322550,316761,4389,1400
15,Jharkhand,347392,342051,5130,211
16,Karnataka,2918525,2857776,36793,23956
17,Kerala,3552525,3357687,17747,177091
18,Ladakh,20393,20117,207,69
19,Lakshadweep,10249,10145,50,54
20,Madhya Pradesh,791960,781298,10514,148
21,Maharashtra,6353328,6144388,133996,74944
22,Manipur,104324,94723,1650,7951
23,Meghalaya,69171,62971,1163,5037
24,Mizoram,44520,32206,168,12146
25,Nagaland,28628,26663,585,1380
26,Odisha,987070,969916,6435,10719
27,Puducherry,121602,118953,1800,849
28,Punjab,599482,582710,16316,456
29,Rajasthan,953827,944636,8954,237
30,Sikkim,27860,24597,355,2908
31,Tamil Nadu,2575308,2520584,34317,20407
32,Telangana,649406,637175,3825,8406
33,Tripura,80211,77293,770,2148
34,Uttarakhand,342392,334562,7367,463
35,Uttar Pradesh,1708772,1685406,22773,593
36,West Bengal,1533803,1505089,18229,10485
