ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5016,4952,62,2
2,Andhra Pradesh,889585,881806,7168,611
3,Arunachal Pradesh,16836,16777,56,3
4,Assam,217484,214770,1091,1623
5,Bihar,262418,260401,1539,478
6,Chandigarh,21590,20960,351,279
7,Chhattisgarh,311900,305214,3821,2865
8,Dadra and Nagar Haveli and Daman and Diu,3405,3398,2,5
9,Delhi,638593,626519,10905,1169
10,Goa,54771,53449,791,531
11,Gujarat,268571,262172,4408,1991
12,Haryana,270263,266166,3043,1054
13,Himachal Pradesh,58499,57260,995,244
14,Jammu and Kashmir,126201,123426,1955,820
15,Jharkhand,119795,118241,1087,467
16,Karnataka,949636,931725,12316,5595
17,Kerala,1048686,992372,4150,52164
18,Ladakh,9814,9628,130,56
19,Lakshadweep,331,244,1,86
20,Madhya Pradesh,260681,254387,3859,2435
21,Maharashtra,2129821,2012367,51993,65461
22,Manipur,29253,28840,373,40
23,Meghalaya,13961,13793,148,20
24,Mizoram,4419,4382,10,27
25,Nagaland,12198,12094,91,13
26,Odisha,336924,334400,1915,609
27,Puducherry,39677,38814,667,196
28,Punjab,180382,170713,5799,3870
29,Rajasthan,319929,315936,2785,1208
30,Sikkim,6133,5955,135,43
31,Tamil Nadu,850096,833560,12483,4053
32,Telangana,298453,294911,1632,1910
33,Tripura,33407,32984,391,32
34,Uttarakhand,97031,94850,1690,491
35,Uttar Pradesh,603232,592327,8723,2182
36,West Bengal,574500,560887,10260,3353
