ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340861,2326003,14733,125
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746172,738136,8035,1
5,Bihar,855291,842959,12315,17
6,Chandigarh,100702,99517,1185,0
7,Chhattisgarh,1187838,1173527,14191,120
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2041239,2014512,26670,57
10,Goa,263523,259450,4014,59
11,Gujarat,1291632,1280476,11081,75
12,Haryana,1079004,1068215,10780,9
13,Himachal Pradesh,322950,318702,4246,2
14,Jammu and Kashmir,482052,477251,4792,9
15,Jharkhand,443853,438515,5337,1
16,Karnataka,4091211,4049661,40375,1175
17,Kerala,6916318,6842778,72076,1464
18,Ladakh,29614,29372,231,11
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056597,1045793,10786,18
21,Maharashtra,8173149,8023720,148567,862
22,Manipur,140036,137887,2149,0
23,Meghalaya,96990,95362,1628,0
24,Mizoram,239562,238828,734,0
25,Nagaland,36033,35251,782,0
26,Odisha,1348425,1339185,9215,25
27,Puducherry,177631,175640,1982,9
28,Punjab,793693,773117,20571,5
29,Rajasthan,1326543,1316773,9737,33
30,Sikkim,44932,44431,501,0
31,Tamil Nadu,3611258,3572995,38085,178
32,Telangana,844620,840463,4111,46
33,Tripura,108495,107553,942,0
34,Uttarakhand,452590,444821,7768,1
35,Uttar Pradesh,2145556,2121814,23717,25
36,West Bengal,2126651,2104999,21556,96
