ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10173,10003,129,41
2,Andhra Pradesh,2321796,2306088,14731,977
3,Arunachal Pradesh,64522,64220,296,6
4,Assam,724926,716470,7988,468
5,Bihar,832946,819656,12260,1030
6,Chandigarh,93924,92213,1165,546
7,Chhattisgarh,1154475,1139454,14038,983
8,Dadra and Nagar Haveli and Daman and Diu,11483,11458,4,21
9,Delhi,1935687,1905720,26264,3703
10,Goa,248849,243978,3838,1033
11,Gujarat,1232662,1218426,10947,3289
12,Haryana,1016468,1003335,10624,2509
13,Himachal Pradesh,286261,281513,4141,607
14,Jammu and Kashmir,455183,449882,4756,545
15,Jharkhand,435963,430313,5320,330
16,Karnataka,3970484,3924232,40118,6134
17,Kerala,6642709,6543017,70023,29669
18,Ladakh,28429,28119,228,82
19,Lakshadweep,11408,11356,52,0
20,Madhya Pradesh,1044496,1033162,10742,592
21,Maharashtra,7979363,7807438,147929,23996
22,Manipur,137274,135130,2120,24
23,Meghalaya,93974,92298,1594,82
24,Mizoram,229147,228143,703,301
25,Nagaland,35509,34744,761,4
26,Odisha,1289961,1279910,9126,925
27,Puducherry,166625,164261,1962,402
28,Punjab,763150,744180,17776,1194
29,Rajasthan,1288529,1278043,9566,920
30,Sikkim,39237,38748,454,35
31,Tamil Nadu,3477570,3427386,38026,12158
32,Telangana,801406,792593,4111,4702
33,Tripura,100909,99972,923,14
34,Uttarakhand,438747,430281,7696,770
35,Uttar Pradesh,2090917,2064180,23538,3199
36,West Bengal,2031164,2001668,21219,8277
