ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10741,10612,129,0
2,Andhra Pradesh,2339048,2324303,14733,12
3,Arunachal Pradesh,66887,66589,296,2
4,Assam,746099,738064,8035,0
5,Bihar,851333,839018,12302,13
6,Chandigarh,99333,98147,1181,5
7,Chhattisgarh,1177722,1163557,14145,20
8,Dadra and Nagar Haveli and Daman and Diu,11591,11586,4,1
9,Delhi,2006915,1980368,26517,30
10,Goa,259012,254954,4013,45
11,Gujarat,1277417,1266147,11043,227
12,Haryana,1056496,1045737,10714,45
13,Himachal Pradesh,312558,308315,4211,32
14,Jammu and Kashmir,479348,474552,4785,11
15,Jharkhand,442566,437217,5331,18
16,Karnataka,4071054,4029168,40303,1583
17,Kerala,6825819,6752512,71487,1820
18,Ladakh,29404,29169,231,4
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1054896,1044112,10776,8
21,Maharashtra,8135522,7986586,148405,531
22,Manipur,139915,137754,2149,12
23,Meghalaya,96776,95150,1624,2
24,Mizoram,238950,238209,726,15
25,Nagaland,35986,35204,782,0
26,Odisha,1336414,1327089,9204,121
27,Puducherry,175485,173503,1975,7
28,Punjab,784128,764802,19289,37
29,Rajasthan,1315199,1305424,9653,122
30,Sikkim,44313,43812,499,2
31,Tamil Nadu,3594035,3555666,38049,320
32,Telangana,841066,836872,4111,83
33,Tripura,108032,107090,940,2
34,Uttarakhand,449282,441495,7751,36
35,Uttar Pradesh,2128014,2104244,23632,138
36,West Bengal,2118448,2096826,21531,91
