ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4888,4740,62,86
2,Andhra Pradesh,878937,867867,7078,3992
3,Arunachal Pradesh,16652,16369,56,227
4,Assam,215510,210965,1020,3525
5,Bihar,246568,240219,1358,4991
6,Chandigarh,19128,18429,310,389
7,Chhattisgarh,268477,249218,3199,16060
8,Dadra and Nagar Haveli and Daman and Diu,3363,3354,2,7
9,Delhi,617808,598249,10304,9255
10,Goa,50143,48479,723,941
11,Gujarat,236259,220393,4241,11625
12,Haryana,258197,249840,2832,5525
13,Himachal Pradesh,52623,46852,885,4886
14,Jammu and Kashmir,118495,113026,1844,3625
15,Jharkhand,113198,110512,1011,1675
16,Karnataka,910241,884205,12016,14020
17,Kerala,709292,645779,2843,60670
18,Ladakh,9286,8852,125,309
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,232319,217775,3490,11054
21,Maharashtra,1899352,1789958,48801,60593
22,Manipur,27684,25779,337,1568
23,Meghalaya,13258,12692,134,432
24,Mizoram,4133,3973,7,153
25,Nagaland,11858,11323,73,462
26,Odisha,326596,321956,1839,2801
27,Puducherry,37762,36803,627,332
28,Punjab,163378,152758,5212,5408
29,Rajasthan,299909,285322,2626,11961
30,Sikkim,5576,5092,124,360
31,Tamil Nadu,807962,786472,11995,9495
32,Telangana,282347,274260,1518,6569
33,Tripura,33188,32595,380,213
34,Uttarakhand,86765,79755,1426,5584
35,Uttar Pradesh,575621,550587,8212,16822
36,West Bengal,538343,512039,9401,16903
