ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,10766,10637,129,0
2,Andhra Pradesh,2340676,2325943,14733,0
3,Arunachal Pradesh,67049,66753,296,0
4,Assam,746159,738119,8035,5
5,Bihar,855267,842951,12314,2
6,Chandigarh,100693,99508,1185,0
7,Chhattisgarh,1187695,1173505,14190,0
8,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,0
9,Delhi,2040898,2014227,26666,5
10,Goa,263345,259329,4014,2
11,Gujarat,1291381,1280299,11079,3
12,Haryana,1078878,1068116,10755,7
13,Himachal Pradesh,322904,318660,4241,3
14,Jammu and Kashmir,482023,477231,4792,0
15,Jharkhand,443826,438491,5334,1
16,Karnataka,4088764,4048398,40358,8
17,Kerala,6907233,6835176,72042,15
18,Ladakh,29602,29371,231,0
19,Lakshadweep,11415,11363,52,0
20,Madhya Pradesh,1056351,1045565,10786,0
21,Maharashtra,8170976,8022214,148558,204
22,Manipur,140034,137885,2149,0
23,Meghalaya,96982,95352,1628,2
24,Mizoram,239560,238825,734,1
25,Nagaland,36033,35251,782,0
26,Odisha,1348354,1339134,9215,5
27,Puducherry,177547,175566,1981,0
28,Punjab,792415,773073,19338,4
29,Rajasthan,1326464,1316727,9736,1
30,Sikkim,44927,44421,501,5
31,Tamil Nadu,3610655,3572568,38081,6
32,Telangana,844429,840312,4111,6
33,Tripura,108493,107549,942,2
34,Uttarakhand,452571,444802,7768,1
35,Uttar Pradesh,2145425,2121662,23710,53
36,West Bengal,2126260,2104567,21555,138
